VýkazZC_VYKAZ:ZC_VYKAZ	Tabulka výkazuZC_VTAB:ZC_VTAB	Fiskální období0FISCPER:0FISCPER	Účetní jednotkaZC_UCJED:ZC_UCJED	IČOZC_ICO:ZC_ICO	IČO poskytovatele/BIC/ZC_PARTP:ZC_PARTP	Název poskytovatele/BIC/ZC_NAZPOS:ZC_NAZPOS	Určení/BIC/ZC_URCN:ZC_URCN	Účel/BIC/ZC_UCFP:ZC_UCFP	Kód měnyCURRENCY:0CURRENCY	Úroková sazba v %/BIC/ZC_URSA:ZC_URSA	Okamžik uzavření smlouvy/BIC/ZC_DATUS:ZC_DATUS	Termín splatnosti/BIC/ZC_TERSPL:ZC_TERSPL	Způsob ručení/BIC/ZC_ZPRU:ZC_ZPRU	Sjednaná výše U/Z/NFVKYF_0002:ZU_VYUV	Čerpaná výše U/Z/NVFKYF_0004:ZU_CEUV	Splacená výše jistiny U/Z/NFVKYF_0006:ZU_SPJUV	Výše zaplacených úroků a poplatkůKYF_0008:ZU_ZAPUP	ID	DEDUP_SUFFIX	COMPOSITE_ID
080	000100	2022012	1000002012	00240036	44848943	Národní rozvojová banka, a.s.	Ú	Rekonstrukce MK v Bašti 2.etapa, výstavba nové třídy MŠ	CZK	1,84% p.a.	20130930	20230615	není	8000000.00 	7744377.67 	7164000.00 	21968.74 	00240036-44848943-20130930-20230615-8000000		00240036-44848943-20130930-20230615-8000000
080	000100	2022012	1000002020	00240257	45244782	Česká spořitelna, a.s.	Ú	Výstavba ZŠ Jirny	CZK	1,03	20170921	20270630	Vlastními příjmy	120000000.00 	74868564.00 	37434285.29 	3050250.59 	00240257-45244782-20170921-20270630-120000000		00240257-45244782-20170921-20270630-120000000
080	000100	2022012	1000002020	00240257	45244782	Česká spořitelna, a.s.	Ú	Výstavba ZŠ Jirny	CZK	2,49	20181213	20270630	Vlastními příjmy	45131436.00 	45102505.00 	22565717.41 	3096889.22 	00240257-45244782-20181213-20270630-45131436		00240257-45244782-20181213-20270630-45131436
080	000100	2022012	1000002021	00240265	45317054	Komerční banka, a.s.	Ú	výstavba kanalizace a ČOV	CZK	1,07	20201119	20470630	bez zajištění	7000000.00 	7000000.00 	116669.97 	21839.40 	00240265-45317054-20201119-20470630-7000000		00240265-45317054-20201119-20470630-7000000
080	000100	2022012	1000002024	00240401	45244782	Česká spořitelna, a.s.	Ú	Financování projektu	CZK	1,2	20170526	20280430	Bez ručení	50000000.00 	50000000.00 	22794884.00 	2260270.10 	00240401-45244782-20170526-20280430-50000000		00240401-45244782-20170526-20280430-50000000
080	000100	2022012	1000002024	00240401	45244782	Česká spořitelna, a.s.	Ú	Financování projektu	CZK	1,95	20210625	20370331	Bez ručení	22286744.32 	22286744.32 	1250000.10 	517647.06 	00240401-45244782-20210625-20370331-22286744		00240401-45244782-20210625-20370331-22286744
080	000100	2022012	1000002026	00240435	45317054	Komerční banka, a.s.	Ú	Nákup pozemků	CZK	3,31	20200716	20250831	žádné	11968000.00 	11968000.00 	5585076.00 	689281.00 	00240435-45317054-20200716-20250831-11968000		00240435-45317054-20200716-20250831-11968000
080	000100	2022012	1000002029	00240508	00001350	Československá obchodní banka, a. s.	Ú	dofinancování stavby vodovodu	CZK	1,5	20140703	20240527	žádný	8000000.00 	8000000.00 	7102865.00 	770272.37 	00240508-00001350-20140703-20240527-8000000		00240508-00001350-20140703-20240527-8000000
080	000100	2022012	1000002029	00240508	00001350	Československá obchodní banka, a. s.	Ú	dostavba vodovodu	CZK	1,86	20170908	20280725	žádný	10000000.00 	10000000.00 	4321995.00 	678940.54 	00240508-00001350-20170908-20280725-10000000		00240508-00001350-20170908-20280725-10000000
080	000100	2022012	1000002029	00240508	00001350	Československá obchodní banka, a. s.	Ú	výstavba kanalizace	CZK	2,14	20210610	20480325	žádný	105000000.00 	73339692.91 	0.00 	888081.17 	00240508-00001350-20210610-20480325-105000000		00240508-00001350-20210610-20480325-105000000
080	000100	2022012	1000002030	00240524	45244782	Česká spořitelna, a.s.	Ú	Školní tělocvična	CZK	0,42	20160129	20221231	bez ručení	20000000.00 	18021757.00 	18021757.00 	245603.36 	00240524-45244782-20160129-20221231-20000000		00240524-45244782-20160129-20221231-20000000
080	000100	2022012	1000002031	00240541	45244782	Česká spořitelna, a.s.	Ú	Výstavba kanalizace a ČOV	CZK	1,78	20140930	20311231	Bez zajištění	11000000.00 	11000000.00 	4937528.00 	106485.40 	00240541-45244782-20140930-20311231-11000000		00240541-45244782-20140930-20311231-11000000
080	000100	2022012	1000002032	00240567	45317054	Komerční banka, a.s.	Ú	dofinancování stavby kanalizace a ČOV Turkovice	CZK	1,18	20201104	20480131	nesjednáno	25000000.00 	20686496.67 	0.00 	0.00 	00240567-45317054-20201104-20480131-25000000		00240567-45317054-20201104-20480131-25000000
080	000100	2022012	1000002034	00240605	45244782	Česká spořitelna, a.s.	Ú	Úvěr na investici - kanalizace	CZK	7	20180102	20301231	Majetkem	15000000.00 	11374974.96 	3631266.39 	565942.55 	00240605-45244782-20180102-20301231-15000000		00240605-45244782-20180102-20301231-15000000
080	000100	2022012	1000002034	00240605	45244782	Česká spořitelna, a.s.	Ú	Úvěr na investici - vodovod	CZK	6,5	20171130	20301231	Majetkem	10000000.00 	10000000.00 	1041667.50 	294646.87 	00240605-45244782-20171130-20301231-10000000		00240605-45244782-20171130-20301231-10000000
080	000100	2022012	1000002035	00240613	45244782	Česká spořitelna, a.s.	Ú	financování koupě nemovitostí	CZK	2,20	20200102	20300228	Bez ručení	2000000.00 	2000000.00 	566667.80 	115440.37 	00240613-45244782-20200102-20300228-2000000		00240613-45244782-20200102-20300228-2000000
080	000100	2022012	1000002035	00240613	45244782	Česká spořitelna, a.s.	Ú	financování projektu Splašková kanalizace Polerady	CZK	0,92	20170113	20311231	bez ručení	5500000.00 	5500000.00 	1964340.41 	366636.10 	00240613-45244782-20170113-20311231-5500000		00240613-45244782-20170113-20311231-5500000
080	000100	2022012	1000002037	00240656	45317054	Komerční banka, a.s.	Ú	Výstavba svazkové ZŠ v Přezleticích - část související infrastruktury ZŠ	CZK	1,63	20210409	20471231	zajištění nesjednáno	15000000.00 	243448.61 	0.00 	110.23 	00240656-45317054-20210409-20471231-15000000		00240656-45317054-20210409-20471231-15000000
080	000100	2022012	1000002038	00240745	45317054	Komerční banka, a.s.	Ú	vodovod, kanalizace	CZK	0	20200216	20301130	nemovitost	9600000.00 	9600000.00 	1738968.76 	152489.05 	00240745-45317054-20200216-20301130-9600000		00240745-45317054-20200216-20301130-9600000
080	000100	2022012	1000002038	00240745	00020729	Státní fond životního prostředí České republiky	Z	vodovod, kanalizace	CZK	0	20210105	20391231	bez ručení	23492125.00 	23492125.00 	3309253.44 	86078.24 	00240745-00020729-20210105-20391231-23492125		00240745-00020729-20210105-20391231-23492125
080	000100	2022012	1000002040	00240761	45317054	Komerční banka, a.s.	Ú	koupě budovy č.p. 49, pozemu p.č. 78, pč..561/22, p.č. 57/2	CZK	1MPribor + 0,25%	20200423	20350228	Smlouva o zástavě nemovitosti 10000764113	7000000.00 	7000000.00 	1225988.00 	673067.01 	00240761-45317054-20200423-20350228-7000000		00240761-45317054-20200423-20350228-7000000
080	000100	2022012	1000002042	00240800	45244782	Česká spořitelna, a.s.	Ú	Rekonstrukce chodníků obce	CZK	2,28	20191231	20351231	vlastními příjmy	4000000.00 	4000000.00 	1454556.00 	0.00 	00240800-45244782-20191231-20351231-4000000		00240800-45244782-20191231-20351231-4000000
080	000100	2022012	1000002042	00240800	45244782	Česká spořitelna, a.s.	Ú	Rekontrukce ZŠ Struhařov	CZK	1,93	20211231	20310908	Vlastními příjmy	5000000.00 	5000000.00 	500004.00 	0.00 	00240800-45244782-20211231-20310908-5000000		00240800-45244782-20211231-20310908-5000000
080	000100	2022012	1000002042	00240800	00001350	Československá obchodní banka, a. s.	Ú	Rekontrukce kompostárny	CZK	5,56	20140530	20260323	Vlastní příjmy	3500000.00 	3500000.00 	2349000.00 	0.00 	00240800-00001350-20140530-20260323-3500000		00240800-00001350-20140530-20260323-3500000
080	000100	2022012	1000002043	00240826	45244782	Česká spořitelna, a.s.	Ú	pozemek+budova	CZK	2,42	20190304	20281215	není sjednáno	10816000.00 	10816000.00 	3605364.00 	191611.00 	00240826-45244782-20190304-20281215-10816000		00240826-45244782-20190304-20281215-10816000
080	000100	2022012	1000002043	00240826	45244782	Česká spořitelna, a.s.	Ú	překlenutí financí - kontokorent	CZK	2,5	20221201	20231201	není sjednáno	2000000.00 	2000000.00 	0.00 	0.00 	00240826-45244782-20221201-20231201-2000000		00240826-45244782-20221201-20231201-2000000
080	000100	2022012	1000002043	00240826	45244782	Česká spořitelna, a.s.	Ú	přístavba ZŠ + rekon.komunikace	CZK	1,7	20191024	20331015	není sjednáno	23000000.00 	23000000.00 	1943664.00 	380034.00 	00240826-45244782-20191024-20331015-23000000		00240826-45244782-20191024-20331015-23000000
080	000100	2022012	1000002043	00240826	45244782	Česká spořitelna, a.s.	Ú	rekon.komunikací+vodovod	CZK	5,59	20220722	20370630	zástavní právo pozemky a budova	12000000.00 	11940563.88 	0.00 	71174.32 	00240826-45244782-20220722-20370630-12000000		00240826-45244782-20220722-20370630-12000000
080	000100	2022012	1000002043	00240826	45244782	Česká spořitelna, a.s.	Ú	sportovní hala	CZK	7,47	20220722	20231231	není sjednáno	1404551.00 	1404551.00 	0.00 	12516.00 	00240826-45244782-20220722-20231231-1404551		00240826-45244782-20220722-20231231-1404551
080	000100	2022012	1000002043	00240826	45244782	Česká spořitelna, a.s.	Ú	vodovod a kanalizace	CZK	1,87	20200108	20351215	není sjednáno	20000000.00 	19707365.38 	0.00 	324538.00 	00240826-45244782-20200108-20351215-20000000		00240826-45244782-20200108-20351215-20000000
080	000100	2022012	1000002043	00240826	25117947	ZEPRIS s.r.o.	Ú	investiční náklady-komunikace	CZK	2,5	20221201	20231201	není sjednáno	1800000.00 	1800000.00 	0.00 	0.00 	00240826-25117947-20221201-20231201-1800000		00240826-25117947-20221201-20231201-1800000
080	000100	2022012	1000002044	00240834	45317054	Komerční banka, a.s.	Ú	Stavba kanalizace	CZK	0,14	20160617	20361231	0	31000000.00 	27869702.00 	6612589.00 	1343441.87 	00240834-45317054-20160617-20361231-31000000		00240834-45317054-20160617-20361231-31000000
080	000100	2022012	1000002046	00240869	45317054	Komerční banka, a.s.	Ú	přístavba ZŠ	CZK	1,45	20130612	20220531	není sjednáno	5000000.00 	5000000.00 	5000000.00 	1585.98 	00240869-45317054-20130612-20220531-5000000		00240869-45317054-20130612-20220531-5000000
080	000100	2022012	1000002047	00240877	45244782	Česká spořitelna, a.s.	Ú	Financování Projektu	CZK	1,35	20190920	20401231	bez zajištění	20000000.00 	11126351.32 	2000001.60 	278215.09 	00240877-45244782-20190920-20401231-20000000		00240877-45244782-20190920-20401231-20000000
080	000100	2022012	1000002047	00240877	45244782	Česká spořitelna, a.s.	Ú	Financování Projektu	CZK	1,55	20190920	20421231	bez zajištění	8000000.00 	7987664.37 	0.00 	4470.87 	00240877-45244782-20190920-20421231-8000000		00240877-45244782-20190920-20421231-8000000
080	000100	2022012	1000002047	00240877	45244782	Česká spořitelna, a.s.	Ú	Financování Projektu	CZK	1,87	20190920	20391231	bez zajištění	12000000.00 	11539161.99 	1800000.00 	392891.59 	00240877-45244782-20190920-20391231-12000000		00240877-45244782-20190920-20391231-12000000
080	000100	2022012	1000002047	00240877	45244782	Česká spořitelna, a.s.	Ú	Financování splacení dluhů ze smlouvy o úvěr č. 1372/11/5662, uzavřené mezi ČSOB, a.s. a obcí Tehov	CZK	1,87	20190920	20391231	bez zajištění	5200000.00 	5181853.12 	780001.20 	177137.25 	00240877-45244782-20190920-20391231-5200000		00240877-45244782-20190920-20391231-5200000
080	000100	2022012	1000002048	00240966	45317054	Komerční banka, a.s.	Ú	rekonstrukce ZUŠ	CZK	1,93	20191020	20290630	bez zajištění	9360000.00 	9360000.00 	3011467.00 	134539.30 	00240966-45317054-20191020-20290630-9360000		00240966-45317054-20191020-20290630-9360000
080	000100	2022012	1000002048	00240966	45317054	Komerční banka, a.s.	Ú	výstavba V+K	CZK	1,12	20200615	20311231	bez zajištění	15000000.00 	15000000.00 	1500000.00 	134539.30 	00240966-45317054-20200615-20311231-15000000		00240966-45317054-20200615-20311231-15000000
080	000100	2022012	1000002048	00240966	45317054	Komerční banka, a.s.	Ú	výstavba komunikací	CZK	1,98	20210611	20321031	bez zajištění	20000000.00 	20000000.00 	5291433.25 	53986.80 	00240966-45317054-20210611-20321031-20000000		00240966-45317054-20210611-20321031-20000000
080	000100	2022012	1000002048	00240966	00020729	Státní fond životního prostředí České republiky	NFV	vodovod	CZK	0	20100815	20251231	bez zajištění	4402725.26 	4402725.26 	3968064.38 	0.00 	00240966-00020729-20100815-20251231-4402725		00240966-00020729-20100815-20251231-4402725
080	000100	2022012	1000002049	00240974	45317054	Komerční banka, a.s.	Ú	Financování odkanalizování obce	CZK	1,19	20200109	20420228	žádný	20000000.00 	18467836.70 	834000.00 	219023.42 	00240974-45317054-20200109-20420228-20000000		00240974-45317054-20200109-20420228-20000000
080	000100	2022012	1000002050	00240991	45244782	Česká spořitelna, a.s.	Ú	Mateřská škola Vodochody	CZK	1,29	20180831	20270630	bez ručení	1321025.00 	1321025.00 	654391.00 	0.00 	00240991-45244782-20180831-20270630-1321025		00240991-45244782-20180831-20270630-1321025
080	000100	2022012	1000002050	00240991	45244782	Česká spořitelna, a.s.	Ú	Výstavba kanalizace	CZK	3,81	20140930	20240930	nemovitost	7000000.00 	7000000.00 	5775066.00 	0.00 	00240991-45244782-20140930-20240930-7000000		00240991-45244782-20140930-20240930-7000000
080	000100	2022012	1000002051	00241016	45244782	Česká spořitelna, a.s.	Ú	Cyklostezka	CZK	2,34	20180824	20241130	0	5000000.00 	5000000.00 	3083358.00 	113953.70 	00241016-45244782-20180824-20241130-5000000		00241016-45244782-20180824-20241130-5000000
080	000100	2022012	1000002051	00241016	45244782	Česká spořitelna, a.s.	Ú	Kanalizace	CZK	1,59	20140828	20280715	0	16000000.00 	16000000.00 	8993536.00 	67206.50 	00241016-45244782-20140828-20280715-16000000		00241016-45244782-20140828-20280715-16000000
080	000100	2022012	1000002053	00241032	45317054	Komerční banka, a.s.	Ú	investiční municipální	CZK	1,40	20200316	20250930	bez ručení	13970000.00 	13970000.00 	5588000.00 	433481.91 	00241032-45317054-20200316-20250930-13970000		00241032-45317054-20200316-20250930-13970000
080	000100	2022012	1000002053	00241032	45317054	Komerční banka, a.s.	Ú	rozšíření kanalizace	CZK	2,09	20211228	20210628	nebyl určen	6475257.32 	6475257.32 	996204.32 	127136.66 	00241032-45317054-20211228-20210628-6475257		00241032-45317054-20211228-20210628-6475257
080	000100	2022012	1000002053	00241032	00001350	Československá obchodní banka, a. s.	Ú	výstavba nové MŠ	CZK	3,61	20131031	20221031	bez ručení	9814000.00 	9814000.00 	9814000.00 	472050.61 	00241032-00001350-20131031-20221031-9814000		00241032-00001350-20131031-20221031-9814000
080	000100	2022012	1000002055	00241075	45244782	Česká spořitelna, a.s.	Ú	investiční akce - doplnění vodovu	CZK	0,34	20130318	20230331	Blankosměnka	4000000.00 	4000000.00 	3966452.00 	533290.40 	00241075-45244782-20130318-20230331-4000000		00241075-45244782-20130318-20230331-4000000
080	000100	2022012	1000002056	00472034	45317054	Komerční banka, a.s.	Ú	Investiční úvěr - Kanalizace	CZK	7,43	20210329	20410228	není	14000000.00 	9000000.00 	0.00 	551727.62 	00472034-45317054-20210329-20410228-14000000		00472034-45317054-20210329-20410228-14000000
080	000100	2022012	1000002057	00472051	45317054	Komerční banka, a.s.	Ú	"profinancování DPH realizovaného investičního projektu ""Stavební úpravy Charvátova statku v Zápech"""	CZK	2049	20191105	20281130	zajištění se nesjednává	4176000.00 	4176000.00 	1480583.00 	272414.90 	00472051-45317054-20191105-20281130-4176000		00472051-45317054-20191105-20281130-4176000
080	000100	2022012	1000002057	00472051	45317054	Komerční banka, a.s.	Ú	"spolufinanacování investičního projektu ""Stavební úpravy Charvátova statku v Zápech"" bez daně z přid"	CZK	2,63	20181212	20281130	zajištění se nesjednává	20000000.00 	20000000.00 	7090915.00 	1575673.96 	00472051-45317054-20181212-20281130-20000000		00472051-45317054-20181212-20281130-20000000
080	000100	2022012	1000002060	00640042	45317054	Komerční banka, a.s.	Ú	dostavba ČOV	CZK	1,21	20170720	20271201	bez ručení	15000000.00 	13637484.74 	5950000.00 	482343.71 	00640042-45317054-20170720-20271201-15000000		00640042-45317054-20170720-20271201-15000000
080	000100	2022012	1000002061	00640123	45244782	Česká spořitelna, a.s.	Ú	financování projektu	CZK	0,87%	20150603	20301220	žádný	12000000.00 	12000000.00 	7600280.00 	34763.20 	00640123-45244782-20150603-20301220-12000000		00640123-45244782-20150603-20301220-12000000
080	000100	2022012	1000002065	00640239	45317054	Komerční banka, a.s.	Ú	Profinancování investice projektu - Sběrný dvůr Sedlec	CZK	1,70% p.a.	20190923	20351231	Bez zajištění	4000000.00 	4000000.00 	534000.00 	129048.34 	00640239-45317054-20190923-20351231-4000000		00640239-45317054-20190923-20351231-4000000
080	000100	2022012	1000002066	00640255	45244782	Česká spořitelna, a.s.	Ú	financování projektu	CZK	1,38	20170303	20381231	ostatní bankovní účty	15000000.00 	14490141.34 	2707280.08 	170085.44 	00640255-45244782-20170303-20381231-15000000		00640255-45244782-20170303-20381231-15000000
080	000100	2022012	1000002067	00662399	45244782	Česká spořitelna, a.s.	Ú	Projekt kanalizace	CZK	0,75	20170105	20361130	Bez ručení	7000000.00 	7000000.00 	2108808.00 	209866.19 	00662399-45244782-20170105-20361130-7000000		00662399-45244782-20170105-20361130-7000000
080	000100	2022012	1000002067	00662399	45317054	Komerční banka, a.s.	Ú	Předfinancování dotace - chodník na Úvaly	CZK	0,67	20220527	20240430	Bez ručení	500000.00 	500000.00 	119050.00 	19783.29 	00662399-45317054-20220527-20240430-500000		00662399-45317054-20220527-20240430-500000
080	000100	2022012	1000002067	00662399	45317054	Komerční banka, a.s.	Ú	Předfinancování dotace - chodník na Úvaly	CZK	0,68	20220527	20240526	Bez ručení	1633000.00 	1633000.00 	1633000.00 	41104.78 	00662399-45317054-20220527-20240526-1633000		00662399-45317054-20220527-20240526-1633000
080	000100	2022012	1000002067	00662399	45317054	Komerční banka, a.s.	Ú	Předfinancování dotace -chodník	CZK	0,67	20211217	20221231	Bez ručení	2120000.00 	2120000.00 	2120000.00 	21628.03 	00662399-45317054-20211217-20221231-2120000		00662399-45317054-20211217-20221231-2120000
080	000100	2022012	1000002068	00876291	45317054	Komerční banka, a.s.	Ú	spolufinancování projektu: Pětihosty-vodovod,tlaková kanaliazce a ČOV	CZK	1,49	20200703	20420630	nesjednáno	14000000.00 	14000000.00 	450004.00 	382235.23 	00876291-45317054-20200703-20420630-14000000		00876291-45317054-20200703-20420630-14000000
080	000100	2022012	1000002069	43750486	45317054	Komerční banka, a.s.	Ú	čistírna odpadních vod	CZK	1,64	20200903	20410531	nesjednáno	15609000.00 	5094774.91 	403370.00 	80293.00 	43750486-45317054-20200903-20410531-15609000		43750486-45317054-20200903-20410531-15609000
080	000100	2022012	1000002072	00240478	45317054	Komerční banka, a.s.	Ú	inv. akce - intenzifikace ČOV	CZK	1,57	20140828	20300630	nesjednáno	12000000.00 	7000000.00 	5999940.00 	581606.81 	00240478-45317054-20140828-20300630-12000000		00240478-45317054-20140828-20300630-12000000
080	000100	2022012	1000002072	00240478	45317054	Komerční banka, a.s.	Ú	inv. akce - kanal.a vodovod Myšlín, chodník nádr, rekonstr. požár. domu, refinac. úvěru	CZK	6M PRIBOR + 0,04	20171221	20221231	nesjednáno	57200000.00 	57200000.00 	57200000.00 	2720546.47 	00240478-45317054-20171221-20221231-57200000		00240478-45317054-20171221-20221231-57200000
080	000100	2022012	1000002072	00240478	45317054	Komerční banka, a.s.	Ú	inv. akce - nástavba ZŠ	CZK	1,53	20140828	20300630	nesjednáno	6000000.00 	6000000.00 	2999970.00 	531509.09 	00240478-45317054-20140828-20300630-6000000		00240478-45317054-20140828-20300630-6000000
080	000100	2022012	1000002072	00240478	00020729	Státní fond životního prostředí České republiky	Z	inv. akce - intenzifikace ČOV	CZK	1	20140930	20260331	nesjednáno	6263462.40 	6172143.56 	4384436.00 	312209.23 	00240478-00020729-20140930-20260331-6263462		00240478-00020729-20140930-20260331-6263462
080	000100	2022012	1000002073	70891095	45244782	Česká spořitelna, a.s.	Ú	Předfinancování invest. a neinvest. projektů spolufinancovaných z EU	CZK	3M PRIBOR +0,08 %	20190827	20241031	bez ručení	2000000000.00 	2000000000.00 	2000000000.00 	57554630.80 	70891095-45244782-20190827-20241031-2000000000		70891095-45244782-20190827-20241031-2000000000
080	000100	2022012	1000002073	70891095	45244782	Česká spořitelna, a.s.	Ú	Předfinancování invest. a neinvest. projektů spolufinancovaných z EU a národních zdrojů	CZK	3M PRIBOR - 0,25 %	20211108	20311231	bez ručení	2500000000.00 	0.00 	0.00 	0.00 	70891095-45244782-20211108-20311231-2500000000		70891095-45244782-20211108-20311231-2500000000
080	000100	2022012	1000002073	70891095	45317054	Komerční banka, a.s.	Ú	Financování investičních akcí v oblasti dopravy, zdravotnictví, životního prostředí, sociálních věcí	CZK	3M PRIBOR + 0,00 %	20070912	20270912	bez ručení	4000000000.00 	4000000000.00 	2862437648.00 	391808497.76 	70891095-45317054-20070912-20270912-4000000000		70891095-45317054-20070912-20270912-4000000000
080	000100	2022012	1000002073	70891095	45317054	Komerční banka, a.s.	Ú	Financování návratných finančních výpomocí OSVČ v souvislosti s pandemií COVID-19	CZK	3M PRIBOR +0,075 %	20200625	20240630	bez ručení	234420000.00 	234420000.00 	117210000.00 	11551688.63 	70891095-45317054-20200625-20240630-234420000		70891095-45317054-20200625-20240630-234420000
080	000100	2022012	1000002073	70891095	45317054	Komerční banka, a.s.	Ú	Kofinancování invest. a neinvest. projektů spolufinancovaných z EU a národních zdrojů	CZK	3M PRIBOR -0,018 %	20211109	20461231	bez ručení	4000000000.00 	0.00 	0.00 	0.00 	70891095-45317054-20211109-20461231-4000000000		70891095-45317054-20211109-20461231-4000000000
080	000100	2022012	1000002073	70891095	4C	Evropská investiční banka	Ú	Financování investičních akcí v oblasti zdravotnictví, sociální péče, silniční dopravy, školství, ..	CZK	6M PRIBOR +/-marže, dle načerpané tranže	20200930	20480721	bez ručení	3050000000.00 	1015000000.00 	0.00 	43181352.06 	70891095-0000004C-20200930-20480721-3050000000		70891095-0000004C-20200930-20480721-3050000000
080	000100	2022012	1000002166	00240117	45244782	Česká spořitelna, a.s.	Ú	pořízení investic města	CZK	1,09	20200625	20301031	bez ručení	50000000.00 	50000000.00 	10000000.00 	603067.74 	00240117-45244782-20200625-20301031-50000000		00240117-45244782-20200625-20301031-50000000
080	000100	2022012	1000002166	00240117	45317054	Komerční banka, a.s.	Ú	financování výstavby parkovacího domu	CZK	4,56	20220427	20231231	bez ručení	80000000.00 	9371097.03 	0.00 	55622.00 	00240117-45317054-20220427-20231231-80000000		00240117-45317054-20220427-20231231-80000000
080	000100	2022012	1000002168	00240214	45317054	Komerční banka, a.s.	Ú	ZŠ - stav.úpravy a přístavby	CZK	01M PRIBOR + 0,08% p.a.	20161003	20270630	zajištění nesjednáno	38000000.00 	38000000.00 	20000000.00 	2922516.92 	00240214-45317054-20161003-20270630-38000000		00240214-45317054-20161003-20270630-38000000
080	000100	2022012	1000002169	00240273	45244782	Česká spořitelna, a.s.	Ú	Kanalizace a vodovod	CZK	1,89	20091222	20291220	bez	50000000.00 	46006543.50 	30800000.00 	7800142.00 	00240273-45244782-20091222-20291220-50000000		00240273-45244782-20091222-20291220-50000000
080	000100	2022012	1000002169	00240273	45244782	Česká spořitelna, a.s.	Ú	Navýšení kapacity ČOV	CZK	7,55	20111125	20390920	bez	60000000.00 	60000000.00 	6372000.00 	3955070.61 	00240273-45244782-20111125-20390920-60000000		00240273-45244782-20111125-20390920-60000000
080	000100	2022012	1000002169	00240273	00001350	Československá obchodní banka, a. s.	Ú	Navýšení kapacity ZŠ	CZK	3,42	20160620	20290620	bez	50000000.00 	50000000.00 	22283313.25 	3267214.24 	00240273-00001350-20160620-20290620-50000000		00240273-00001350-20160620-20290620-50000000
080	000100	2022012	1000002171	00240397	00001350	Československá obchodní banka, a. s.	Ú	stavba kanalizace	CZK	2,3	20190501	20340531	žádný	14000000.00 	14000000.00 	2158333.21 	954287.91 	00240397-00001350-20190501-20340531-14000000		00240397-00001350-20190501-20340531-14000000
080	000100	2022012	1000002174	00240532	45244782	Česká spořitelna, a.s.	Ú	Cyklostezka Nová Ves - Mratín	CZK	2,36	20210921	20311231	Rozpočtové příjmy	4500000.00 	3970688.67 	450000.00 	107461.93 	00240532-45244782-20210921-20311231-4500000		00240532-45244782-20210921-20311231-4500000
080	000100	2022012	1000002174	00240532	45244782	Česká spořitelna, a.s.	Ú	Novostavba MŠ	CZK	1,52	20191021	20281231	Rozpočtové příjmy	8500000.00 	6839115.72 	2833336.80 	154046.94 	00240532-45244782-20191021-20281231-8500000		00240532-45244782-20191021-20281231-8500000
080	000100	2022012	1000002174	00240532	45244782	Česká spořitelna, a.s.	Ú	Nákup nemovitostí	CZK	1,73	20180329	20280331	Rozpočtové příjmy	10000000.00 	10000000.00 	4661030.00 	224279.20 	00240532-45244782-20180329-20280331-10000000		00240532-45244782-20180329-20280331-10000000
080	000100	2022012	1000002174	00240532	45244782	Česká spořitelna, a.s.	Ú	ČOV - Nová Ves	CZK	1,14	20150318	20250228	Rozpočtové příjmy	6000000.00 	5999999.07 	4725250.00 	148566.30 	00240532-45244782-20150318-20250228-6000000		00240532-45244782-20150318-20250228-6000000
080	000100	2022012	1000002175	00240591	45244782	Česká spořitelna, a.s.	Ú	investiční akce	CZK	0,74	20160429	20310430	není zajištěno zástavou	7000000.00 	6763839.65 	3045273.00 	268884.91 	00240591-45244782-20160429-20310430-7000000		00240591-45244782-20160429-20310430-7000000
080	000100	2022012	1000002178	00240818	45244782	Česká spořitelna, a.s.	Ú	ZŠ Sulice, ČOV, kanalizae Nechánice, kanalizace Želivec	CZK	0,89	20160829	20310630	bez ručení	25000000.00 	24617918.35 	10368000.00 	136954.70 	00240818-45244782-20160829-20310630-25000000		00240818-45244782-20160829-20310630-25000000
080	000100	2022012	1000002178	00240818	45244782	Česká spořitelna, a.s.	Ú	nákup nemovitosti pozemek p.č. 1100/4+1/3pozemku 1100/5	CZK	2,08	20181002	20220930	bez ručení	3500000.00 	3500000.00 	3500000.00 	5931.00 	00240818-45244782-20181002-20220930-3500000		00240818-45244782-20181002-20220930-3500000
080	000100	2022012	1000002178	00240818	45244782	Česká spořitelna, a.s.	Ú	nákup nemovitosti pozemky p.č.106/19, 106/20, 106/21, 106/22, 106/23 a st.209	CZK	1,05	20171023	20270920	bez ručení	5000000.00 	5000000.00 	2580000.00 	28554.20 	00240818-45244782-20171023-20270920-5000000		00240818-45244782-20171023-20270920-5000000
080	000100	2022012	1000002178	00240818	45244782	Česká spořitelna, a.s.	Ú	pozemek p.č 430/6	CZK	1MPRIBOR+0,4	20210630	20301220	bez ručení	7300000.00 	7100000.00 	816000.00 	428940.48 	00240818-45244782-20210630-20301220-7300000		00240818-45244782-20210630-20301220-7300000
080	000100	2022012	1000002178	00240818	45244782	Česká spořitelna, a.s.	Ú	refinancování	CZK	0,78	20160829	20260630	bez ručení	17814000.00 	17644871.57 	11344871.58 	57462.80 	00240818-45244782-20160829-20260630-17814000		00240818-45244782-20160829-20260630-17814000
