VýkazZC_VYKAZ:ZC_VYKAZ	Tabulka výkazuZC_VTAB:ZC_VTAB	Fiskální období0FISCPER:0FISCPER	Účetní jednotkaZC_UCJED:ZC_UCJED	IČOZC_ICO:ZC_ICO	IČO poskytovatele/BIC/ZC_PARTP:ZC_PARTP	Název poskytovatele/BIC/ZC_NAZPOS:ZC_NAZPOS	Určení/BIC/ZC_URCN:ZC_URCN	Účel/BIC/ZC_UCFP:ZC_UCFP	Kód měnyCURRENCY:0CURRENCY	Úroková sazba v %/BIC/ZC_URSA:ZC_URSA	Okamžik uzavření smlouvy/BIC/ZC_DATUS:ZC_DATUS	Termín splatnosti/BIC/ZC_TERSPL:ZC_TERSPL	Způsob ručení/BIC/ZC_ZPRU:ZC_ZPRU	Sjednaná výše U/Z/NFVKYF_0002:ZU_VYUV	Čerpaná výše U/Z/NVFKYF_0004:ZU_CEUV	Splacená výše jistiny U/Z/NFVKYF_0006:ZU_SPJUV	Výše zaplacených úroků a poplatkůKYF_0008:ZU_ZAPUP	ID	DEDUP_SUFFIX	COMPOSITE_ID
080	000100	2022012	1000017025	00635987	45244782	Česká spořitelna, a.s.	Ú	zlepšení dopravní a technické infrastruktury a vzhledu obce	CZK	5,80	20080630	20230420	Bez ručení	6000000.00 	6000000.00 	5956299.00 	0.00 	00635987-45244782-20080630-20230420-6000000		00635987-45244782-20080630-20230420-6000000
080	000100	2022012	1000017027	00636100	45317054	Komerční banka, a.s.	Ú	Chodníky při silnici III/0444	CZK	0,35	20211129	20311130	bez ručení	3700000.00 	3700000.00 	0.00 	0.00 	00636100-45317054-20211129-20311130-3700000		00636100-45317054-20211129-20311130-3700000
080	000100	2022012	1000017027	00636100	45317054	Komerční banka, a.s.	Ú	Chromeč kanalizace a ČOV	CZK	1,58	20211214	20311130	bez ručení	20000000.00 	20000000.00 	9761400.00 	3445471.15 	00636100-45317054-20211214-20311130-20000000		00636100-45317054-20211214-20311130-20000000
080	000100	2022012	1000017027	00636100	15886492	UniCredit Leasing CZ, a.s.	Ú	John Deere komunální malotraktor	CZK	2,19	20190411	20230411	bez ručení	1536165.00 	1536165.00 	1402954.03 	69058.31 	00636100-15886492-20190411-20230411-1536165		00636100-15886492-20190411-20230411-1536165
080	000100	2022012	1000017027	00636100	15886492	UniCredit Leasing CZ, a.s.	Ú	Other ANS komunální návěs	CZK	2,19	20190411	20230411	bez ručení	69628.00 	69628.00 	63590.11 	3130.23 	00636100-15886492-20190411-20230411-69628		00636100-15886492-20190411-20230411-69628
080	000100	2022012	1000017027	00636100	45317005		Ú	Předfinancování akce Chodníky při silnici III/0444	CZK	0,72	20220613	20230831	bez ručení	2000000.00 	2000000.00 	2000000.00 	19891.00 	00636100-45317005-20220613-20230831-2000000		00636100-45317005-20220613-20230831-2000000
080	000100	2022012	1000017028	00853101	45244782	Česká spořitelna, a.s.	Ú	kanalizace	CZK	0,87	20170710	20320620	bez ručení	4000000.00 	4000000.00 	1285740.00 	335079.50 	00853101-45244782-20170710-20320620-4000000		00853101-45244782-20170710-20320620-4000000
080	000100	2022012	1000017028	00853101	45244782	Česká spořitelna, a.s.	Ú	kanalizace	CZK	1,57	20160624	20410520	bez ručení	7500000.00 	7500000.00 	1602409.34 	712575.50 	00853101-45244782-20160624-20410520-7500000		00853101-45244782-20160624-20410520-7500000
080	000100	2022012	1000017028	00853101	45244782	Česká spořitelna, a.s.	Ú	kanalizace	CZK	2,62	20190228	20381220	zástavaKD	3500000.00 	3500000.00 	431514.00 	320754.95 	00853101-45244782-20190228-20381220-3500000		00853101-45244782-20190228-20381220-3500000
080	000100	2022012	1000017029	00853135	45244782	Česká spořitelna, a.s.	Ú	Výstavba chodníků	CZK	1M PRIBOR	20221121	20281220	Bez ručení	4900000.00 	4687378.99 	0.00 	26596.98 	00853135-45244782-20221121-20281220-4900000		00853135-45244782-20221121-20281220-4900000
080	000100	2022012	1000017032	00635995	45317054	Komerční banka, a.s.	Ú	předfinancování dotace	CZK	3,35	20200109	20221130	bez ručení	8710331.00 	8710331.00 	8710331.00 	70206.93 	00635995-45317054-20200109-20221130-8710331		00635995-45317054-20200109-20221130-8710331
080	000100	2022012	1000017032	00635995	45317054	Komerční banka, a.s.	Ú	předfinancování dotace	CZK	3,91	20210510	20220531	bez ručení	2062000.00 	2062000.00 	2062000.00 	38626.58 	00635995-45317054-20210510-20220531-2062000		00635995-45317054-20210510-20220531-2062000
080	000100	2022012	1000017032	00635995	45317054	Komerční banka, a.s.	Ú	spolufinancování akce a refinancování	CZK	2,29	20200521	20340531	ručení	8864000.00 	8864000.00 	1826529.00 	449017.46 	00635995-45317054-20200521-20340531-8864000		00635995-45317054-20200521-20340531-8864000
080	000100	2022012	1000017032	00635995	00020729	Státní fond životního prostředí České republiky	Z	spolufinancování akce	CZK	1	20140617	20241231	bez ručení	1837981.42 	1837981.42 	1397449.84 	174447.82 	00635995-00020729-20140617-20241231-1837981		00635995-00020729-20140617-20241231-1837981
080	000100	2022012	1000017033	00636002	45244782	Česká spořitelna, a.s.	Ú	Koupě pozemků pro výstavbu infrastruktury	CZK	3,70	20211215	20281215	Bez ručení	2000000.00 	2000000.00 	60000.00 	82280.00 	00636002-45244782-20211215-20281215-2000000		00636002-45244782-20211215-20281215-2000000
080	000100	2022012	1000017033	00636002	45244782	Česká spořitelna, a.s.	Ú	Vodovod	CZK	0,86	20150515	20250430	Bez ručení	4500000.00 	4500000.00 	3375036.00 	191400.00 	00636002-45244782-20150515-20250430-4500000		00636002-45244782-20150515-20250430-4500000
080	000100	2022012	1000017035	00303364	45244782	Česká spořitelna, a.s.	Ú	Energetické úspory bytového domu čp.400,Staré Město	CZK	1M PRIBOR+0,19	20220704	20371130	Bez ručení	17000000.00 	17000000.00 	797716.58 	147076.00 	00303364-45244782-20220704-20371130-17000000		00303364-45244782-20220704-20371130-17000000
080	000100	2022012	1000017035	00303364	45244782	Česká spořitelna, a.s.	Ú	Koupě nemovitosti-areál Krupá Staré Město	CZK	2,15	20190905	20240831	Bez ručení	5000000.00 	5000000.00 	3305094.00 	48213.00 	00303364-45244782-20190905-20240831-5000000		00303364-45244782-20190905-20240831-5000000
080	000100	2022012	1000017035	00303364	45244782	Česká spořitelna, a.s.	Ú	Oprava místních komunikací	CZK	1M PRIBOR+0,13	20220704	20271220	Bez ručení	8000000.00 	8000000.00 	4830481.92 	17210.00 	00303364-45244782-20220704-20271220-8000000		00303364-45244782-20220704-20271220-8000000
080	000100	2022012	1000017035	00303364	26764652	ESSOX s.r.o.	Ú	Koupě osob.automobilu Peugeot	CZK	1,49	20200514	20230531	Bez ručení	268632.00 	268632.00 	229429.97 	15938.00 	00303364-26764652-20200514-20230531-268632		00303364-26764652-20200514-20230531-268632
080	000100	2022012	1000017062	00302899	45244782	Česká spořitelna, a.s.	Ú	stavba MSC - Multifunkční sportovní centrum u ZŠ	CZK	1M PRIBOR + marže 0,225%	20161216	20300120	Bez ručení	29000000.00 	28184941.99 	13198758.00 	998412.60 	00302899-45244782-20161216-20300120-29000000		00302899-45244782-20161216-20300120-29000000
080	000100	2022012	1000017062	00302899	45244782	Česká spořitelna, a.s.	Ú	výstavba chodníků I.etapa	CZK	1,31	20201006	20291220	Bez ručení	18500000.00 	18500000.00 	2312496.00 	209826.32 	00302899-45244782-20201006-20291220-18500000		00302899-45244782-20201006-20291220-18500000
080	000100	2022012	1000017062	00302899	00020729	Státní fond životního prostředí České republiky	Z	dostavba kanalizace	CZK	1%	20141016	20251231	Zástavní právo k nemovitosti	1900000.00 	1825044.75 	1330000.00 	91309.00 	00302899-00020729-20141016-20251231-1900000		00302899-00020729-20141016-20251231-1900000
080	000100	2022012	1000017063	00635901	45317054	Komerční banka, a.s.	Ú	Výstavba přírodního koupacího biotopu	CZK	0,17	20221214	20361130	bez ručení	40000000.00 	0.00 	0.00 	0.00 	00635901-45317054-20221214-20361130-40000000		00635901-45317054-20221214-20361130-40000000
080	000100	2022012	1000017063	00635901	00635898	Obec Vikýřovice	NFV	Financování projektové přípravy	CZK	0	20200921	20220630	bez ručení	2286900.00 	2286900.00 	2286900.00 	0.00 	00635901-00635898-20200921-20220630-2286900		00635901-00635898-20200921-20220630-2286900
080	000100	2022012	1000017127	00303089	45317054	Komerční banka, a.s.	Ú	Nákup nemovitosti č.p. 123	CZK	0,57	20170630	20220630	Bez ručení	5500000.00 	5500000.00 	5500000.00 	83695.93 	00303089-45317054-20170630-20220630-5500000		00303089-45317054-20170630-20220630-5500000
080	000100	2022012	1000017127	00303089	45317054	Komerční banka, a.s.	Ú	Nákup pozemků	CZK	1,99	20191219	20251231	Bez ručení	11000000.00 	11000000.00 	4401600.00 	566545.03 	00303089-45317054-20191219-20251231-11000000		00303089-45317054-20191219-20251231-11000000
080	000100	2022012	1000017127	00303089	45317054	Komerční banka, a.s.	Ú	Překlenutí časového nesouladu mezi příjmy a výdaji obce	CZK	1M PRIBOR + 0,47	20210311	20351231	Bez ručení	5000000.00 	4500000.00 	0.00 	354411.94 	00303089-45317054-20210311-20351231-5000000		00303089-45317054-20210311-20351231-5000000
080	000100	2022012	1000017127	00303089	45317054	Komerční banka, a.s.	Ú	Rekonstrukce sokolovny I.	CZK	1,80	20190927	20281231	Bez ručení	7000000.00 	7000000.00 	1749600.00 	341616.24 	00303089-45317054-20190927-20281231-7000000		00303089-45317054-20190927-20281231-7000000
080	000100	2022012	1000017127	00303089	45317054	Komerční banka, a.s.	Ú	Rekonstrukce sokolovny II.	CZK	1,99	20200109	20281231	Bez ručení	10000000.00 	10000000.00 	2500800.00 	435166.87 	00303089-45317054-20200109-20281231-10000000		00303089-45317054-20200109-20281231-10000000
080	000100	2022012	1000017127	00303089	45317054	Komerční banka, a.s.	Ú	Stavební úpravy Zdravotní středisko - dofinancování	CZK	4,57	20221229	20341031	Bez ručení	8000000.00 	0.00 	0.00 	0.00 	00303089-45317054-20221229-20341031-8000000		00303089-45317054-20221229-20341031-8000000
080	000100	2022012	1000017127	00303089	45317054	Komerční banka, a.s.	Ú	Stavební úpravy Zdravotního střediska	CZK	3,19	20211202	20341031	Bez ručení	15000000.00 	15000000.00 	0.00 	318067.42 	00303089-45317054-20211202-20341031-15000000		00303089-45317054-20211202-20341031-15000000
080	000100	2022012	1000017127	00303089	45317054	Komerční banka, a.s.	Ú	"Zhotovení stavby ""Šatny fotbalového klubu"""	CZK	1M PRIBOR + 0,07	20180627	20261030	Bez ručení	8000000.00 	8000000.00 	3865700.00 	599065.74 	00303089-45317054-20180627-20261030-8000000		00303089-45317054-20180627-20261030-8000000
080	000100	2022012	1000017127	00303089	00001350	Československá obchodní banka, a. s.	Ú	Krytí přechodného nedostatku peněžních prostředků	CZK	O/N PRIBOR + 0,90	20220630	20241231	Bez ručení	5000000.00 	4861780.93 	0.00 	168597.07 	00303089-00001350-20220630-20241231-5000000		00303089-00001350-20220630-20241231-5000000
080	000100	2022012	1000017127	00303089	61061344	SG Equipment Finance Czech Republic s.r.o.	Ú	Pořízení cisternové automobilové stříkačky	CZK	Stanovuje se v okamžiku čerpání úvěru	20220510	20280630	Směnka	5061370.00 	5061370.00 	451931.76 	124227.11 	00303089-61061344-20220510-20280630-5061370		00303089-61061344-20220510-20280630-5061370
080	000100	2022012	1000017129	00302422	00001350	Československá obchodní banka, a. s.	Ú	Kulturní dům Brníčko rekonstrukce a vybavení	CZK	1,88	20210909	20421223	Rozpočet obce	18000000.00 	18000000.00 	0.00 	208466.86 	00302422-00001350-20210909-20421223-18000000		00302422-00001350-20210909-20421223-18000000
080	000100	2022012	1000017130	00302791	45244782	Česká spořitelna, a.s.	Ú	vybudování splaškové kanalizace	CZK	2,15	20140404	20250725	majetek	10000000.00 	10000000.00 	7416726.00 	0.00 	00302791-45244782-20140404-20250725-10000000		00302791-45244782-20140404-20250725-10000000
080	000100	2022012	1000017131	00303151	45317054	Komerční banka, a.s.	Ú	Objekt MŠ a ZŠ Písařov - oprava	CZK	0,40 % p.a.	20220905	20231231	nesjednáno	8413474.00 	4638174.21 	4638174.21 	33187.03 	00303151-45317054-20220905-20231231-8413474		00303151-45317054-20220905-20231231-8413474
080	000100	2022012	1000017132	00303453	45244782	Česká spořitelna, a.s.	Ú	Investiční akce Města Štíty - financování části nákladů Projektu	CZK	5,63	20100611	20261220	Žádné zajišťovací prostředky.	11110000.00 	10032644.00 	8184000.00 	4178377.10 	00303453-45244782-20100611-20261220-11110000		00303453-45244782-20100611-20261220-11110000
080	000100	2022012	1000017132	00303453	45244782	Česká spořitelna, a.s.	Ú	Investiční akce Města Štíty 2022-2023 (4 projekty)	CZK	2,94	20211208	20411220	Žádné zajišťovací prostředky.	25000000.00 	6948038.96 	0.00 	26638.82 	00303453-45244782-20211208-20411220-25000000		00303453-45244782-20211208-20411220-25000000
080	000100	2022012	1000017132	00303453	45244782	Česká spořitelna, a.s.	Ú	"Výstavba Bytového domu BJ ""A"" - financování výstavby bytového domu o (12) byt.jedn. na p.č. 123/1"	CZK	4,5	20050413	20261231	Žádné zajišťovací prostředky.	6368000.00 	6368000.00 	4737499.89 	2806552.52 	00303453-45244782-20050413-20261231-6368000		00303453-45244782-20050413-20261231-6368000
080	000100	2022012	1000017132	00303453	45244782	Česká spořitelna, a.s.	Ú	"Výstavba Bytového domu BJ ""B"" - financování výstavby bytového domu o 8 byt.jedn. na p.č. 123/4"	CZK	2,92	20070523	20270520	Žádné zajišťovací prostředky.	6800000.00 	6757947.50 	5238000.00 	1214589.20 	00303453-45244782-20070523-20270520-6800000		00303453-45244782-20070523-20270520-6800000
080	000100	2022012	1000017132	00303453	27089444	Leasing České spořitelny, a.s.	Ú	Škoda Octavia III	CZK	7,24	20181210	20221210	Zajišťovací převod vlastnického práva na předmět koupě, kterým je motorové vozidlo.	295400.00 	295400.00 	295400.00 	169336.00 	00303453-27089444-20181210-20221210-295400		00303453-27089444-20181210-20221210-295400
080	000100	2022012	1000017135	00853143	45317054	Komerční banka, a.s.	Ú	"Investiční akce - ""SKAO Zborov"""	CZK	2,50	20211013	20260831	bez ručení	1567000.00 	1337250.79 	188040.00 	34134.63 	00853143-45317054-20211013-20260831-1567000		00853143-45317054-20211013-20260831-1567000
080	000100	2022012	1000017137	70880751	00001350	Československá obchodní banka, a. s.	Ú	účelový úvěr-dobudování kanalizace	CZK	pohyblivá	20120509	20320325	blankosměnka	38000000.00 	38000000.00 	18739692.00 	0.00 	70880751-00001350-20120509-20320325-38000000		70880751-00001350-20120509-20320325-38000000
080	000100	2022012	1000017145	00302546	45317054	Komerční banka, a.s.	Ú	Financování investic města realizovaných v letech 2021-2022	CZK	0	20210420	20260325	neurčeno	25000000.00 	13733590.83 	0.00 	0.00 	00302546-45317054-20210420-20260325-25000000		00302546-45317054-20210420-20260325-25000000
080	000100	2022012	1000017145	00302546	65006658	IMPULS-Leasing-AUSTRIA s.r.o.	Ú	Úhrada pořizovací ceny - 1x nový kloubový nakladač Avant 640 včetně příslušenství	CZK	3,865	20191202	20241210	neurčeno	1270640.00 	767655.98 	229814.08 	62037.92 	00302546-65006658-20191202-20241210-1270640		00302546-65006658-20191202-20241210-1270640
080	000100	2022012	1000017147	75116626	45244782	Česká spořitelna, a.s.	Ú	Financování projektu	CZK	3,05	20140522	20250525	s ručením	8400000.00 	7281113.37 	5523820.00 	1025091.80 	75116626-45244782-20140522-20250525-8400000		75116626-45244782-20140522-20250525-8400000
080	000100	2022012	1000017149	00303313	45244782	Česká spořitelna, a.s.	Ú	Financování Projektu	CZK	0,86	20170111	20331231	Bez ručení	65000000.00 	65000000.00 	16522520.05 	436336.31 	00303313-45244782-20170111-20331231-65000000		00303313-45244782-20170111-20331231-65000000
080	000100	2022012	1000017149	00303313	45244782	Česká spořitelna, a.s.	Ú	Opravy a investice	CZK	2,14	20200115	20341220	Bez ručení	25000000.00 	25000000.00 	4661019.00 	459989.14 	00303313-45244782-20200115-20341220-25000000		00303313-45244782-20200115-20341220-25000000
080	000100	2022012	1000017149	00303313	45244782	Česká spořitelna, a.s.	Ú	Překlenutí časového nesouladu	CZK	1,59	20220622	20230630	Bez ručení	6000000.00 	2551332.36 	0.00 	88698.53 	00303313-45244782-20220622-20230630-6000000		00303313-45244782-20220622-20230630-6000000
080	000100	2022012	1000017150	00636061	45317054	Komerční banka, a.s.	Ú	Dům seniorů	CZK	2,34	20190820	20301231	žádný	12300000.00 	12300000.00 	2621320.00 	224778.07 	00636061-45317054-20190820-20301231-12300000		00636061-45317054-20190820-20301231-12300000
080	000100	2022012	1000017150	00636061	45317054	Komerční banka, a.s.	Ú	Rekonstrukce hasičárny	CZK	1,5	20200702	20260630	žádný	2000000.00 	2000000.00 	727440.00 	22697.79 	00636061-45317054-20200702-20260630-2000000		00636061-45317054-20200702-20260630-2000000
080	000100	2022012	1000017150	00636061	45317054	Komerční banka, a.s.	Ú	Rozšíření místní komunikace	CZK	1,5	20200702	20260630	žádný	1500000.00 	1500000.00 	586980.00 	16386.00 	00636061-45317054-20200702-20260630-1500000		00636061-45317054-20200702-20260630-1500000
080	000100	2022012	1000017150	00636061	45317054	Komerční banka, a.s.	Ú	Sběrný dvůr	CZK	1,5	20200702	20260630	žádný	1000000.00 	1000000.00 	391500.00 	11041.92 	00636061-45317054-20200702-20260630-1000000		00636061-45317054-20200702-20260630-1000000
080	000100	2022012	1000017159	00303461	45244782	Česká spořitelna, a.s.	Ú	kapitalizace PMŠ, a.s.	CZK	1,09	20170918	20270820	žádné	150000000.00 	150000000.00 	77586240.00 	6250895.40 	00303461-45244782-20170918-20270820-150000000		00303461-45244782-20170918-20270820-150000000
080	000100	2022012	1000017159	00303461	45244782	Česká spořitelna, a.s.	Ú	projekt Přestupní terminál Šumperk	CZK	1,36	20200619	20400520	žádné	100000000.00 	100000000.00 	10300440.00 	2994124.64 	00303461-45244782-20200619-20400520-100000000		00303461-45244782-20200619-20400520-100000000
080	000100	2022012	1000017160	00302953	00001350	Československá obchodní banka, a. s.	Ú	refinancování	CZK	7,26	20160223	20250131	bankovní záruka	24567044.00 	24567044.00 	18859999.40 	1386208.16 	00302953-00001350-20160223-20250131-24567044		00302953-00001350-20160223-20250131-24567044
080	000100	2022012	1000017160	00302953	00020729	Státní fond životního prostředí České republiky	Z	kanalizace	CZK	1,00	20120830	20231231	ručení nemovitostí	4755891.00 	4755891.00 	4295268.01 	239421.33 	00302953-00020729-20120830-20231231-4755891		00302953-00020729-20120830-20231231-4755891
080	000100	2022012	1000017217	00303925	00000111	Česká spořitelna a.s.	Ú	Kontokorentní úvěr	CZK	1MPribor+2,50%	20220629	20230831	bez ručení	2500000.00 	0.00 	0.00 	0.00 	00303925-00000111-20220629-20230831-2500000		00303925-00000111-20220629-20230831-2500000
080	000100	2022012	1000017217	00303925	00000111	Česká spořitelna a.s.	Ú	Stavební úpravy náměstí v Kelči	CZK	6MPribor+1,1%	20120704	20220701	bez ručení	8000000.00 	6929679.74 	6929679.74 	575625.20 	00303925-00000111-20120704-20220701-8000000		00303925-00000111-20120704-20220701-8000000
080	000100	2022012	1000017219	62334743	45244782	Česká spořitelna, a.s.	Ú	Financování projektu 1.ETAPA cyklostezky BEČVA-VLÁRA-VÁH na území obcí Hornolidečska	CZK	2,24	20190917	20251220	RUČITEL 1 Obec Leskovec, RUČITEL 2 Obec Valašská Polanka	11000000.00 	11000000.00 	4416000.00 	504098.41 	62334743-45244782-20190917-20251220-11000000		62334743-45244782-20190917-20251220-11000000
080	000100	2022012	1000017219	62334743	45244782	Česká spořitelna, a.s.	Ú	Financování projektu 2.ETAPA cyklostezky BEČVA-VLÁRA-VÁH na území obcí Hornolidečska	CZK	6,42	20220916	20271220	RUČITEL Obec Lužná	5600000.00 	3500000.00 	0.00 	63416.67 	62334743-45244782-20220916-20271220-5600000		62334743-45244782-20220916-20271220-5600000
080	000100	2022012	1000017224	70238880	45244782	Česká spořitelna, a.s.	Ú	Výstavba vodohospodářské infrastruktury zúčastněných obcí	CZK	PRIBOR 1 M plus marže 0,65 p.a.	20130430	20250430	Ručitelská prohlášení zúčastněných obcí	240000000.00 	240000000.00 	202950000.00 	16826418.23 	70238880-45244782-20130430-20250430-240000000		70238880-45244782-20130430-20250430-240000000
080	000100	2022012	1000017225	00303780	45317054	Komerční banka, a.s.	Ú	Investiční municipální úvěr na dofinancování Trezoru přírody	CZK	1M PRIBOR+1,3%p.a.	20200630	20380630	-	17000000.00 	16430094.12 	1500000.00 	287509.86 	00303780-45317054-20200630-20380630-17000000		00303780-45317054-20200630-20380630-17000000
080	000100	2022012	1000017225	00303780	45317054	Komerční banka, a.s.	Ú	Investiční municipální úvěr na předfinancování dotace Trezor přírody	CZK	1M PRIBOR+0,18%p.a.	20200630	20221231	-	43000000.00 	43000000.00 	43000000.00 	1252155.48 	00303780-45317054-20200630-20221231-43000000		00303780-45317054-20200630-20221231-43000000
080	000100	2022012	1000017225	00303780	45317054	Komerční banka, a.s.	Ú	Pořízení 10 BJ v budově čp.291	CZK	7D PRIBOR+1,3%p.a.	20141008	20260930	zástavní právo-pozemky	3150000.00 	3150000.00 	2144640.00 	381291.69 	00303780-45317054-20141008-20260930-3150000		00303780-45317054-20141008-20260930-3150000
080	000100	2022012	1000017227	00303852	45317054	Komerční banka, a.s.	Ú	MŠ Jablůnka - revitalizace kuchyně	CZK	1M PRIBOR 0,5 p.a.	20210810	20241231	není sjednané	5000000.00 	5000000.00 	1666680.00 	293280.07 	00303852-45317054-20210810-20241231-5000000		00303852-45317054-20210810-20241231-5000000
080	000100	2022012	1000017227	00303852	45317054	Komerční banka, a.s.	Ú	Výstavba obecních bytů	CZK	1,60	20020415	20230625	zástavní smlouva	10000000.00 	10000000.00 	9635324.91 	0.00 	00303852-45317054-20020415-20230625-10000000		00303852-45317054-20020415-20230625-10000000
080	000100	2022012	1000017227	00303852	49241494	Podpůrný a garanční rolnický a lesnický fond, a.s.	Ú	Návěs s nakládacím jeřábem	CZK	4,00+0,50 p.a.	20210607	20220620	zajišťovacím převodem vlastnického práva	611000.00 	611000.00 	611000.00 	14559.63 	00303852-49241494-20210607-20220620-611000		00303852-49241494-20210607-20220620-611000
080	000100	2022012	1000017230	00304263	45244782	Česká spořitelna, a.s.	Ú	Akumulační podzemní nádrže, Oprava MK Stará cesta, FVE na obceních budovách, víceúčelové hřiště	CZK	revolving	20221209	20351220	Rozpočtem	25000000.00 	0.00 	0.00 	0.00 	00304263-45244782-20221209-20351220-25000000		00304263-45244782-20221209-20351220-25000000
080	000100	2022012	1000017230	00304263	45244782	Česká spořitelna, a.s.	Ú	Polyfunkční komubnova MK po kůrovcové kalamitě, Oprava komuniací po povodni v obci Ratiboř	CZK	revolving	20210819	20371220	Rozpočtem	40000000.00 	19901805.07 	0.00 	554691.30 	00304263-45244782-20210819-20371220-40000000		00304263-45244782-20210819-20371220-40000000
080	000100	2022012	1000017230	00304263	45244782	Česká spořitelna, a.s.	Ú	Pořízení les. techniky, oprava mostu u školy, zateplení MŠ	CZK	1,46	20170828	20271220	Rozpočtem	8000000.00 	8000000.00 	4020000.00 	479131.30 	00304263-45244782-20170828-20271220-8000000		00304263-45244782-20170828-20271220-8000000
080	000100	2022012	1000017230	00304263	45244782	Česká spořitelna, a.s.	Ú	Rekonstrukce sil. kom. II/437	CZK	1,45	20180620	20221220	Rozpočtem	3250000.00 	3245782.43 	3245782.43 	102897.80 	00304263-45244782-20180620-20221220-3250000		00304263-45244782-20180620-20221220-3250000
080	000100	2022012	1000017230	00304263	49241494	Podpůrný a garanční rolnický a lesnický fond, a.s.	Ú	Lesní technika - UTV Linhai, traktorový návěs, nosič kontejnerů	CZK	7	20210719	20230920	Zástavní smlouva	630250.00 	630250.00 	315123.00 	23200.71 	00304263-49241494-20210719-20230920-630250		00304263-49241494-20210719-20230920-630250
080	000100	2022012	1000017233	00303739	45317054	Komerční banka, a.s.	Ú	Dofinancování kanalizace a ČOV v obci Bystřička	CZK	2,34	20101014	20250920	zajištění nesjednáno	11000000.00 	11000000.00 	9002230.00 	0.00 	00303739-45317054-20101014-20250920-11000000		00303739-45317054-20101014-20250920-11000000
080	000100	2022012	1000017233	00303739	45317054	Komerční banka, a.s.	Ú	Dofinancování projektu - Dopravní terminál Bystřička	CZK	1,68	20190930	20260831	zajištění nesjednáno	2383000.00 	2383000.00 	814964.34 	0.00 	00303739-45317054-20190930-20260831-2383000		00303739-45317054-20190930-20260831-2383000
080	000100	2022012	1000017233	00303739	00001350	Československá obchodní banka, a. s.	Ú	Krytí přechodného nedostatku peněžních prostředků (kontokorentní úvěr)	CZK	0,35	20201016	20991231	bez ručení	5000000.00 	0.00 	0.00 	0.00 	00303739-00001350-20201016-20991231-5000000		00303739-00001350-20201016-20991231-5000000
080	000100	2022012	1000017234	00303771	45317054	Komerční banka, a.s.	Ú	Bytový dům v centru obce, rekreační zóna přehrada Horní Bečva - Stezka kolem přehrady	CZK	3M PRIBOR + odchylka 0,30%	20210212	20361115	bez ručení	15000000.00 	15000000.00 	1000000.00 	965440.06 	00303771-45317054-20210212-20361115-15000000		00303771-45317054-20210212-20361115-15000000
080	000100	2022012	1000017234	00303771	00020729	Státní fond životního prostředí České republiky	Ú	Zásobování vodou obce Horní Bečva-modernizace vodohosp. objektů Mečůvka	CZK	0,45%	20180511	20391231	bez ručení	9067784.31 	9067784.31 	1360167.62 	103797.79 	00303771-00020729-20180511-20391231-9067784		00303771-00020729-20180511-20391231-9067784
080	000100	2022012	1000017238	00303879	45244782	Česká spořitelna, a.s.	Ú	"Financování projektu ""Přístavba MŠ k ZŠ v Jarcové"""	CZK	1,71 ročně	20141212	20231212	žádné zajišťovací prostředky	7000000.00 	6963765.00 	6132000.00 	451246.90 	00303879-45244782-20141212-20231212-7000000		00303879-45244782-20141212-20231212-7000000
080	000100	2022012	1000017239	00303917	45317054	Komerční banka, a.s.	Ú	dlouhodobý úvěr na koupi pozemků a financování FVE	CZK	5,74	20220629	20380228	blankosměnka	4900000.00 	2983000.00 	0.00 	10714.67 	00303917-45317054-20220629-20380228-4900000		00303917-45317054-20220629-20380228-4900000
080	000100	2022012	1000017239	00303917	45317054	Komerční banka, a.s.	Ú	spolufinancování projektu Centrum vzdělávání	CZK	1,22	20201113	20271029	blankosměnka	5000000.00 	5000000.00 	127400.00 	0.00 	00303917-45317054-20201113-20271029-5000000		00303917-45317054-20201113-20271029-5000000
080	000100	2022012	1000017239	00303917	45317054	Komerční banka, a.s.	Ú	spolufinancování projektu MFČR - Dům Kateřinka	CZK	1,95	20190927	20291130	bez ručení	21163000.00 	21163000.00 	4428183.97 	921519.87 	00303917-45317054-20190927-20291130-21163000		00303917-45317054-20190927-20291130-21163000
080	000100	2022012	1000017239	00303917	45317054	Komerční banka, a.s.	Ú	spolufinancování projektu MMR - opravy místních komunikací	CZK	7,56	20181004	20240925	blankosměnka	1708000.00 	1708000.00 	1188192.00 	113789.73 	00303917-45317054-20181004-20240925-1708000		00303917-45317054-20181004-20240925-1708000
080	000100	2022012	1000017242	00303992	49241494	Podpůrný a garanční rolnický a lesnický fond, a.s.	Ú	Pořízení investičního majetku	CZK	2,73	20211202	20231220	Zajišťovacím převodem vlastnického práva	1996670.00 	1996670.00 	1426192.00 	23386.01 	00303992-49241494-20211202-20231220-1996670		00303992-49241494-20211202-20231220-1996670
080	000100	2022012	1000017243	00304069	45244782	Česká spořitelna, a.s.	Ú	Stavební úpravy a přístavba objektu učeben v ZŠ Loučka	CZK	1-měsíční PRIBOR	20220804	20321231	neručeno	14500000.00 	14424625.09 	0.00 	0.00 	00304069-45244782-20220804-20321231-14500000		00304069-45244782-20220804-20321231-14500000
