"""""""Výkaz""""""ZC_VYKAZ:ZC_VYKAZ";"""""""Tabulka výkazu""""""ZC_VTAB:ZC_VTAB";"""""""Fiskální období""""""0FISCPER:0FISCPER";"""""""Účetní jednotka""""""ZC_UCJED:ZC_UCJED";"""""""IČO""""""ZC_ICO:ZC_ICO";"""""""IČO poskytovatele""""""/BIC/ZC_PARTP:ZC_PARTP";"""""""Název poskytovatele""""""/BIC/ZC_NAZPOS:ZC_NAZPOS";"""""""Určení""""""/BIC/ZC_URCN:ZC_URCN";"""""""Účel""""""/BIC/ZC_UCFP:ZC_UCFP";"""""""Kód měny""""""CURRENCY:0CURRENCY";"""""""Úroková sazba v %""""""/BIC/ZC_URSA:ZC_URSA";"""""""Okamžik uzavření smlouvy""""""/BIC/ZC_DATUS:ZC_DATUS";"""""""Termín splatnosti""""""/BIC/ZC_TERSPL:ZC_TERSPL";"""""""Způsob ručení""""""/BIC/ZC_ZPRUC:ZC_ZPRUC";"""""""Sjednaná výše U/Z/NFV""""""KYF_0002:ZU_VYUV";"""""""Čerpaná výše U/Z/NVF""""""KYF_0004:ZU_CEUV";"""""""Splacená výše jistiny U/Z/NFV""""""KYF_0006:ZU_SPJUV";"""""""Výše zaplacených úroků a poplatků""""""KYF_0008:ZU_ZAPUP"
080;000100;2024012;1000008186;00268852;45244782;Česká spořitelna, a.s.;Ú;stavba - pohostinství;CZK;0,67;20200828;20300828;03;5000000.00 ;4924842.18 ;2000000.00 ;191495.41 
080;000100;2024012;1000008187;00268887;45244782;Česká spořitelna, a.s.;Ú;"Kontokorent na platby akce ""MŠ""";CZK;+0,56;20240926;20420331;01;8000000.00 ;4659221.43 ;0.00 ;0.00 
080;000100;2024012;1000008187;00268887;45244782;Česká spořitelna, a.s.;Ú;Úvěr na vybudování kanalizace a ČOV;CZK;1,18;20160718;20291231;01;14151000.00 ;14151000.00 ;12003000.00 ;0.00 
080;000100;2024012;1000008188;00268917;45244782;Česká spořitelna, a.s.;Ú;nákup pozemku;CZK;0,89;20150506;20280930;10;2000000.00 ;2000000.00 ;1437500.00 ;122423.50 
080;000100;2024012;1000008198;00269131;63998980;ČSOB Leasing, a.s.;Ú;nákup traktoru;CZK;0;20231106;20261106;04;1180718.00 ;1180718.00 ;410188.46 ;38990.77 
080;000100;2024012;1000008199;00269158;45244782;Česká spořitelna, a.s.;Ú;Financování a refinancování závazků vyplývajících ze Smlouvy o úvěru č.1,č.2,č.3,č.4 a č. 5 chodínky;CZK;2,99%;20120827;20251231;02;4860000.00 ;4859906.37 ;4537500.00 ;45523.00 
080;000100;2024012;1000008199;00269158;63998980;ČSOB Leasing, a.s.;Ú;Kubota B20 B2311H, traktor zahraničí výroby;CZK;0,01%;20200330;20240331;01;946867.00 ;946866.62 ;946866.62 ;193.16 
080;000100;2024012;1000008207;00269352;45244782;Česká spořitelna, a.s.;Ú;Výstavba akanalizace a ČOV Praskačka,Vlčkovice;CZK;6Mpribor+0,4% p.a.;20170628;20300630;01;17000000.00 ;13053149.00 ;13053149.00 ;1032711.93 
080;000100;2024012;1000008214;00269549;45317054;Komerční banka, a.s.;Ú;"spolufinancování projektu ""Kanalizace a ČOV Smidary""";CZK;0,11;20170616;20380731;01;20000000.00 ;20000000.00 ;9133359.00 ;360388.81 
080;000100;2024012;1000008214;00269549;45317054;Komerční banka, a.s.;Ú;"spolufinancování projektu ""Kanalizace Červeněves a Chotělice""";CZK;2,14;20190621;20390531;01;20000000.00 ;20000000.00 ;4757724.00 ;344054.74 
080;000100;2024012;1000008214;00269549;00001350;Československá obchodní banka, a. s.;Ú;financování nákupu pozemků;CZK;4,26;20240325;20340331;01;6068767.00 ;6068767.00 ;0.00 ;239984.33 
080;000100;2024012;1000008216;00269581;45244762;;Ú;Financování koupě nemovitostí Sovětice JIH;CZK;1-měsíční;20210413;20290930;01;2000000.00 ;2000000.00 ;2000000.00 ;282155.21 
080;000100;2024012;1000008217;00269590;45244782;Česká spořitelna, a.s.;Ú;Nákup svozového automobilu, zametacího vozu a oprava chodníků;CZK;1,5;20141119;20270930;01;1200000.00 ;1006588.92 ;862000.00 ;114702.30 
080;000100;2024012;1000008223;00269697;45244782;Česká spořitelna, a.s.;Ú;Splašková kanalizace;CZK;2,14;20190729;20401231;01;20000000.00 ;17213759.22 ;2956538.33 ;1085983.67 
080;000100;2024012;1000008226;00269760;45244782;Česká spořitelna, a.s.;Ú;Kanalizace a ČOV Všestary a místní části;CZK;1,23;20170816;20311231;01;65000000.00 ;65000000.00 ;27090000.00 ;9416530.94 
080;000100;2024012;1000008230;00653306;45244782;Česká spořitelna, a.s.;Ú;finacování Projektu;CZK;refer.sazba zvýšená o marži 0,24%ročně;20210629;20291231;01;4500000.00 ;1485568.57 ;1485568.57 ;183420.47 
080;000100;2024012;1000008232;00653322;63998980;ČSOB Leasing, a.s.;Ú;Nákup traktoru;CZK;3%;20220823;20250823;04;1055786.00 ;739049.85 ;615031.92 ;0.00 
080;000100;2024012;1000008235;00653357;63998980;ČSOB Leasing, a.s.;Ú;nákup traktoru KUBOTA G231HD;CZK;0,0100 % p.a.;20210601;20260610;04;421080.00 ;421080.00 ;294734.15 ;97.03 
080;000100;2024012;1000008237;45978140;45244782;Česká spořitelna, a.s.;Ú;Financování projektu;CZK;4,47;20231221;20271231;01;3000000.00 ;2932202.00 ;0.00 ;91168.58 
080;000100;2024012;1000008239;45978662;45244782;Česká spořitelna, a.s.;Ú;splácení dluhů ze smluv o úvěrech;CZK;1,23;20150327;20310731;01;4909843.00 ;4851150.00 ;2950000.00 ;440482.00 
080;000100;2024012;1000008241;00653381;45244782;Česká spořitelna, a.s.;Ú;Výstavba chodníků, úprava dešťové kanalizace;CZK;0,86;20161128;20280831;01;8209000.00 ;8192792.00 ;5674500.00 ;396604.75 
080;000100;2024012;1000008242;00653403;45244782;Česká spořitelna, a.s.;Ú;kanalizace;CZK;1,49;20170601;20320331;01;12000000.00 ;12000000.00 ;5181000.00 ;859246.00 
080;000100;2024012;1000008247;00653462;45244782;Česká spořitelna, a.s.;Ú;Nákup nemovitostí;CZK;2,39;20190423;20300228;01;2200000.00 ;2200000.00 ;1086000.00 ;238620.95 
080;000100;2024012;1000008252;45978131;45244782;Česká spořitelna, a.s.;Ú;Financování projektu;CZK;1M PRIBOR;20230216;20290930;01;1500000.00 ;1443064.15 ;860000.00 ;107260.40 
080;000100;2024012;1000008253;70889546;45244782;Česká spořitelna, a.s.;Ú;Financování investičních akcí;CZK;6M Pribor     + 0,21;20210713;20301231;01;1200000000.00 ;0.00 ;0.00 ;0.00 
080;000100;2024012;1000008253;70889546;45317054;Komerční banka, a.s.;Ú;Financování investičních akcí;CZK;1,71;20180613;20261231;01;900000000.00 ;899564621.24 ;540000000.00 ;50323405.80 
080;000100;2024012;1000008376;00268810;45244782;Česká spořitelna, a.s.;Ú;Financování investičních akcí 2022+;CZK;6M PRIBOR-0,22;20211129;20361231;01;400000000.00 ;400000000.00 ;0.00 ;160000.00 
080;000100;2024012;1000008376;00268810;45317054;Komerční banka, a.s.;Ú;Financování invest. potřeb_SB+Třebeš;CZK;1M PRIBOR+0,019;20070620;20271231;01;220000000.00 ;220000000.00 ;187000000.68 ;21270559.53 
080;000100;2024012;1000008376;00268810;45317054;Komerční banka, a.s.;Ú;Financování obnovy ZUŠ Střezina +;CZK;6M PRIBOR-0,01;20170612;20270228;01;200000000.00 ;200000000.00 ;107708247.00 ;25460087.85 
080;000100;2024012;1000008376;00268810;45317054;Komerční banka, a.s.;Ú;Refinancování úvěru na fin. inv potřeb;CZK;6M PRIBOR-0,01;20170418;20331231;01;293125000.13 ;293125000.13 ;135624999.69 ;47367473.29 
080;000100;2024012;1000008376;00268810;45317054;Komerční banka, a.s.;Ú;Refinancování úvěru na výstavbu koupaliště;CZK;3M PRIBOR+0,005;20170109;20301231;01;251792534.26 ;251792534.26 ;143881448.64 ;36183849.59 
080;000100;2024012;1000008377;00269174;45244782;Česká spořitelna, a.s.;Ú;rekonstrukce ou;CZK;1,21;20151231;20251231;01;6100000.00 ;6100000.00 ;5446000.00 ;20997.00 
080;000100;2024012;1000008378;00269719;45244782;Česká spořitelna, a.s.;Ú;Investiční akce realizované v roce 2013;CZK;2,62 %;20130411;20271220;01;18000000.00 ;17917733.36 ;14124000.00 ;118463.90 
080;000100;2024012;1000008378;00269719;45317054;Komerční banka, a.s.;Ú;"Financování stavby ""Stavební úpravy Kulturního domu případně dalších inv. akcí""";CZK;1M Pribor + 0,17%;20160219;20301220;01;15000000.00 ;14917987.28 ;8544000.00 ;388706.14 
080;000100;2024012;1000008378;00269719;45317054;Komerční banka, a.s.;Ú;Investiční akce města v roce 2021;CZK;1M Pribor + 0,28%;20210127;20301231;01;25000000.00 ;25000000.00 ;18018900.00 ;488188.19 
080;000100;2024012;1000008381;00268640;45244782;Česká spořitelna, a.s.;Ú;"Výstavba ""ČOV a kanalizace Boharyně a Homyle""";CZK;1,85;20210518;20421231;04;22000000.00 ;10936189.58 ;2208000.00 ;175329.70 
080;000100;2024012;1000008384;00268968;45244782;Česká spořitelna, a.s.;Ú;financování projektu - výstavba splaškové kanalizace a ČOV;CZK;2,36;20180410;20371231;01;18000000.00 ;12214942.60 ;5010000.00 ;1313006.80 
080;000100;2024012;1000008388;00269191;45244782;Česká spořitelna, a.s.;Ú;Výstavba víceúčelového sportovního areálu;CZK;ÚS pevná 2,22% ročně;20190418;20291231;01;35000000.00 ;33598532.71 ;11380500.00 ;539768.69 
080;000100;2024012;1000008389;00269212;45244782;Česká spořitelna, a.s.;Ú;výstavba hasičké zbrojnice;CZK;1,21;20210329;20240331;01;5000000.00 ;2803369.49 ;2803369.49 ;38846.69 
080;000100;2024012;1000008390;00653471;26080222;Oberbank AG pobočka Česká republika;Ú;spolufinancování projektu Kanalizace a ČOV Obědovice;CZK;4,07;20141006;20290930;03;6000000.00 ;6000000.00 ;3962700.00 ;1245785.56 
080;000100;2024012;1000008423;00270041;45317054;Komerční banka, a.s.;Ú;investiční akce;CZK;1,84;20200226;20311231;01;50000000.00 ;50000000.00 ;15000120.00 ;2480589.32 
080;000100;2024012;1000008424;00270199;45244782;Česká spořitelna, a.s.;Ú;Financování investic;CZK;0,62;20170523;20250630;02;25000000.00 ;25000000.00 ;23076936.00 ;628635.30 
080;000100;2024012;1000008424;00270199;45244782;Česká spořitelna, a.s.;Ú;Financování investic - kruhový objezd, kanalizace, přístavba ZŠ;CZK;1,87;20190920;20301231;02;25000000.00 ;25000000.00 ;8333352.00 ;1486801.91 
080;000100;2024012;1000008425;00270211;00001350;Československá obchodní banka, a. s.;Ú;Kanalizace Medlešice;CZK;2,92;20211216;20281227;01;50000000.00 ;50000000.00 ;10008000.00 ;2919082.01 
080;000100;2024012;1000008425;00270211;00001350;Československá obchodní banka, a. s.;Ú;Přístavba a rekonstrukce sportovní haly, rek. most ul. Malecká, rek. lávka ul. Široká;CZK;4,84;20221219;20321227;01;150000000.00 ;110337202.57 ;0.00 ;4743791.54 
080;000100;2024012;1000008426;00270903;45244782;Česká spořitelna, a.s.;Ú;Dofinancování dotačních projektů Komunitní centrum Štěpánov, Splašková kanalizace Skutíčko atd.;CZK;2,15;20200228;20311231;01;33000000.00 ;32992293.15 ;9900000.00 ;1843341.49 
080;000100;2024012;1000008426;00270903;45244782;Česká spořitelna, a.s.;Ú;Financování investičních akcí, oprav a rekonstrukcí v roce 2016 předem odsouhlasené bankou;CZK;0,8;20160629;20240630;01;10000000.00 ;10000000.00 ;10000000.00 ;332141.60 
080;000100;2024012;1000008426;00270903;45244782;Česká spořitelna, a.s.;Ú;Úvěrový rámec na financování  a refinancování investičních akcí v letech 2024-2026;CZK;1M PRIBOR + 0,009  od 1.1.2027 3,71;20241211;20361231;01;180000000.00 ;0.00 ;0.00 ;0.00 
080;000100;2024012;1000008426;00270903;00020729;Státní fond životního prostředí České republiky;Z;Revitalizace zimního stadionu Skuteč - strojovna chlazení a ledová plocha;CZK;0,45;20191030;20291230;01;17744916.45 ;17710916.40 ;8856308.21 ;273450.39 
080;000100;2024012;1000008426;00270903;25148290;Factoring KB, a.s.;Z;Splátka půjčky na odvod DPH z faktur za provedení EPC projektů;CZK;1,1;20161228;20241231;01;1159409.41 ;1159409.41 ;1159409.41 ;111368.29 
080;000100;2024012;1000008429;00270059;45317054;Komerční banka, a.s.;Ú;Investiční projekty města v období 2020-2021;CZK;1,18 % p.a.;20200622;20350630;01;110000000.00 ;110000000.00 ;24445200.00 ;4288575.59 
080;000100;2024012;1000008429;00270059;45317054;Komerční banka, a.s.;Ú;Volný úvěrový rámec na investice;CZK;3,54 % p.a.;20240916;20341231;01;20000000.00 ;18000000.00 ;0.00 ;21240.00 
080;000100;2024012;1000008429;00270059;70856788;Státní fond podpory investic;Ú;Výstavba 24 nájemních bytů formou stavebních úprav;CZK;2,56 % p.a.;20240619;20550120;03;43862026.69 ;38626138.54 ;0.00 ;10986.99 
080;000100;2024012;1000008429;00270059;45244778;;Ú;Refinancování úvěrů u KB;CZK;3,45 % p.a.;20211216;20271231;01;46000000.00 ;45667680.00 ;21861173.02 ;3698034.98 
080;000100;2024012;1000008440;43500081;00000111;Česká spořitelna;Ú;Investiční dlouhodobý;CZK;4,25;20240326;20540326;03;7000000.00 ;7000000.00 ;265824.00 ;243216.35 
080;000100;2024012;1000008444;00269913;61061344;SG Equipment Finance Czech Republic s.r.o.;Ú;Osobní automobil Škoda Kodiaq;CZK;154108,00;20240703;20290615;04;1036970.00 ;1036970.00 ;95846.25 ;23261.55 
080;000100;2024012;1000008450;00270121;45317054;Komerční banka, a.s.;Ú;Výstavba splaškové kanalizace Horka;CZK;2,06;20210701;20421231;01;22000000.00 ;22000000.00 ;2200800.00 ;427118.28 
080;000100;2024012;1000008453;00270156;45244782;Česká spořitelna, a.s.;Ú;přístavba ZŠ;CZK;0;20180613;20310630;01;15000000.00 ;15000000.00 ;15000000.00 ;0.00 
080;000100;2024012;1000008453;00270156;25722328;RCI Financial Services, s.r.o.;Z;automobil MP;CZK;0;20200810;20240809;10;180025.02 ;180025.02 ;180025.02 ;0.00 
080;000100;2024012;1000008454;00270164;45244782;Česká spořitelna, a.s.;Ú;HASIČSKÝ VŮZ;CZK;3,21;20240927;20250930;01;1500000.00 ;1500000.00 ;0.00 ;24760.80 
080;000100;2024012;1000008454;00270164;45244782;Česká spořitelna, a.s.;Ú;VÝSTAVBA KANALIZACE;CZK;1,96;20160617;20360630;01;12300000.00 ;12287596.13 ;5046240.00 ;879267.03 
080;000100;2024012;1000008454;00270164;45244782;Česká spořitelna, a.s.;Ú;VÝSTAVBA KANALIZACE;CZK;2,5;20190612;20391231;01;5000000.00 ;5000000.00 ;1244820.00 ;541102.09 
080;000100;2024012;1000008457;00270245;49241494;Podpůrný a garanční rolnický a lesnický fond, a.s.;Ú;Koupě traktoru New Holland;CZK;7,43;20230112;20240620;01;2721000.00 ;2721000.00 ;2721000.00 ;87282.20 
080;000100;2024012;1000008459;00270288;45317054;Komerční banka, a.s.;Ú;kanalizace;CZK;1,92;20210819;20481225;10;45000000.00 ;45000000.00 ;3461760.00 ;828581.42 
080;000100;2024012;1000008461;00270334;45244782;Česká spořitelna, a.s.;Ú;Kanalizace a ČOV;CZK;0,43 + zvýš. marží 0,08%;20170428;20420630;02;50000000.00 ;50000000.00 ;12765960.00 ;2207386.70 
080;000100;2024012;1000008464;00270423;45244782;Česká spořitelna, a.s.;Ú;Odkanalizování obce;CZK;1,37;20170120;20411231;10;11000000.00 ;10165465.99 ;5708370.00 ;66212.50 
080;000100;2024012;1000008464;00270423;45244782;Česká spořitelna, a.s.;Ú;sanace skalního svahu;CZK;5,16;20241024;20250630;10;4000000.00 ;4000000.00 ;0.00 ;42712.21 
080;000100;2024012;1000008468;00270563;45647054;Marie Průžová;Ú;vodovod;CZK;2,10 p.a.+ 1M Pribor;20140123;20281228;03;2400000.00 ;2400000.00 ;1754400.00 ;832247.31 
080;000100;2024012;1000008472;00270750;45317054;Komerční banka, a.s.;Ú;Prosetín spašková kanalizace - II. etapa;CZK;5,84;20170727;20370625;01;26500000.00 ;26500000.00 ;10740231.80 ;987755.82 
080;000100;2024012;1000008473;00270814;45317054;Komerční banka, a.s.;Ú;"Spolufinancování akce ""Splašková kanalizace a ČOV Raná""";CZK;1,16;20201208;20411231;10;15000000.00 ;15000000.00 ;2250000.00 ;426725.12 
080;000100;2024012;1000008474;00270831;00001350;Československá obchodní banka, a. s.;Ú;"Financování a refinancování projektu ""ZŠ Rosice - přístavba budovy mateřské školy""";CZK;PRIBOR 1-měsíční+0,25%p.a.(2,5% 2023);20190308;20341130;01;20000000.00 ;20000000.00 ;6780150.00 ;0.00 
080;000100;2024012;1000008474;00270831;00001350;Československá obchodní banka, a. s.;Ú;Kanalizace Rosice, Synčany;CZK;PRIBOR 6-měsíční+1,05% p.a.(8,10%  2023);20100419;20250320;01;16073406.00 ;16073406.00 ;15866666.48 ;0.00 
080;000100;2024012;1000008474;00270831;00001350;Československá obchodní banka, a. s.;Ú;"investiční akce ""Vodovod a kanalizace Brčekoly"" a práce související";CZK;1 měsíční PRIBOR +0,25% p.a.(7,05% 2023);20210211;20370831;01;23756164.39 ;23756164.39 ;655350.00 ;3661359.10 
080;000100;2024012;1000008479;00271047;45317054;Komerční banka, a.s.;Ú;Nákup bytového domu Dřeveš č.p. 32;CZK;5,19;20220506;20320430;01;5000000.00 ;5000000.00 ;1271400.00 ;685455.86 
080;000100;2024012;1000008480;00271055;45317054;Komerční banka, a.s.;Ú;Výstavba kanalizace;CZK;1,51;20201013;20410831;01;5000000.00 ;5000000.00 ;834000.00 ;231522.62 
080;000100;2024012;1000008480;00271055;45317054;Komerční banka, a.s.;Ú;Výstavba kanalizace;CZK;2,02;20190730;20410831;01;45000000.00 ;45000000.00 ;7500000.00 ;3581326.40 
080;000100;2024012;1000008480;00271055;49241494;Podpůrný a garanční rolnický a lesnický fond, a.s.;Ú;Traktor Zetor Proxima s návěsem a příslušenstvím;CZK;13,45;20230208;20260330;04;1745660.00 ;1745660.00 ;1348918.00 ;129820.60 
080;000100;2024012;1000008480;00271055;49241494;Podpůrný a garanční rolnický a lesnický fond, a.s.;Ú;Traktorový nosič kontejneru s rukou;CZK;2,64;20210423;20240615;04;774400.00 ;774400.00 ;774400.00 ;39239.10 
080;000100;2024012;1000008483;00271101;45244782;Česká spořitelna, a.s.;Ú;Multufunkční sál Úhřetice;CZK;0,88;20170203;20270103;01;5000000.00 ;5000000.00 ;3990529.00 ;186595.80 
080;000100;2024012;1000008486;00271136;45317054;Komerční banka, a.s.;Ú;"Předfinancování dotace OPŽP a spolufinancování projektu ""Stavební úpravy a eenerg.úspor.opatření ZŠ";CZK;1,48;20200513;20350131;10;10338000.00 ;10338000.00 ;6078000.00 ;361207.62 
080;000100;2024012;1000008488;00271161;45317054;Komerční banka, a.s.;Ú;Splašková kanalizace Vojtěchov;CZK;1,16;20201208;20401231;01;20000000.00 ;20000000.00 ;3157920.00 ;658267.11 
080;000100;2024012;1000008490;00271195;45244782;Česká spořitelna, a.s.;Ú;Stavba kanalizace a ČOV;CZK;1,99;20200320;20461231;01;20000000.00 ;20000000.00 ;2400012.00 ;1490496.61 
080;000100;2024012;1000008493;00271233;45317054;Komerční banka, a.s.;Ú;výstavba kanalizace;CZK;2,05;20190528;20381231;01;45000000.00 ;40499187.26 ;9000000.00 ;685035.41 
080;000100;2024012;1000008499;00485365;45317054;Komerční banka, a.s.;Ú;Splašková kanalizace;CZK;2,43;20210721;20460630;02;18000000.00 ;18000000.00 ;1531920.00 ;1026412.06 
080;000100;2024012;1000008500;00485667;45317054;Komerční banka, a.s.;Ú;"spolufinancování projektu ""Splašková kanalizace Bítovany""";CZK;3,07;20240910;20481231;01;9000000.00 ;0.00 ;0.00 ;0.00 
080;000100;2024012;1000008507;00654621;45244782;Česká spořitelna, a.s.;Ú;TI stavebních pozemků;CZK;7;20220217;20240131;01;4000000.00 ;4000000.00 ;4000000.00 ;504253.88 
080;000100;2024012;1000008507;00654621;45244782;Česká spořitelna, a.s.;Ú;dostavba splaškové kanalizace;CZK;5,1;20180814;20280831;01;3600000.00 ;3119079.43 ;2133376.00 ;0.00 
080;000100;2024012;1000008507;00654621;45244782;Česká spořitelna, a.s.;Ú;oprava místních komunikací;CZK;0,95;20151127;20250930;01;1500000.00 ;1500000.00 ;1429800.00 ;0.00 
080;000100;2024012;1000008507;00654621;45244782;Česká spořitelna, a.s.;Ú;stavba splaškové kanalizace;CZK;0,59;20120829;20240630;03;17000000.00 ;17000000.00 ;17000000.00 ;0.00 
080;000100;2024012;1000008510;00654728;45317054;Komerční banka, a.s.;Ú;Výstavba splaškové kanalizace;CZK;2,19;20210929;20481231;01;23000000.00 ;23000000.00 ;1769280.00 ;943292.93 
080;000100;2024012;1000008512;00654744;45244782;Česká spořitelna, a.s.;Ú;Rekonstrukce OÚ;CZK;0,85;20160726;20260831;02;7500000.00 ;7500000.00 ;6148688.00 ;305721.90 
080;000100;2024012;1000008515;60104171;45244782;Česká spořitelna, a.s.;Ú;"Financování projektu ""Splašková kanalizace Mrákotín""";CZK;1,69;20210902;20450831;01;13000000.00 ;10188460.19 ;1647900.00 ;497664.35 
080;000100;2024012;1000008516;69171289;45244782;Česká spořitelna, a.s.;Ú;dofinancování stavby splaškové kanalizace ve Smrkovém Týnci a Rabštejně;CZK;3,03;20220104;20330630;01;20000000.00 ;20000000.00 ;3000006.00 ;556818.49 
080;000100;2024012;1000008517;00270938;45244782;Česká spořitelna, a.s.;Ú;financování projektu - Rekonstrukce OÚ;CZK;1,07;20201209;20311231;01;15000000.00 ;15000000.00 ;4500000.00 ;439207.70 
080;000100;2024012;1000008623;00270377;45244782;Česká spořitelna, a.s.;Ú;DČOV Leštinka;CZK;4,96;20231010;20381231;02;4000000.00 ;3000000.00 ;150000.00 ;149261.56 
080;000100;2024012;1000008623;00270377;45244782;Česká spořitelna, a.s.;Ú;investice do zasíťování pozemků;CZK;1,05;20170203;20311230;02;3500000.00 ;3500000.00 ;2067316.23 ;17682.60 
080;000100;2024012;1000008624;00270733;45317054;Komerční banka, a.s.;Ú;"SPOLUFINANCOVÁNÍ PROJEKTU ""ENERGETICKÉ ÚSPORY ZŠ PRACHOVICE""";CZK;3,91;20101217;20251220;01;7000000.00 ;6439756.00 ;6439756.00 ;1546533.90 
080;000100;2024012;1000008629;00270504;45244782;Česká spořitelna, a.s.;Ú;stavba splaškové kanalizace;CZK;0,91;20170410;20321231;01;30000000.00 ;17908914.38 ;14000000.00 ;741441.40 
080;000100;2024012;1000008632;00270741;45244782;Česká spořitelna, a.s.;Ú;Dostavba pavilonu odb.učeb.školy Proseč;CZK;1,79;20191016;20301230;01;25000000.00 ;25000000.00 ;10000032.00 ;1554068.23 
080;000100;2024012;1000008632;00270741;45244782;Česká spořitelna, a.s.;Ú;Kanalizace Proseč - V. etapa;CZK;0,60;20161027;20261130;01;8000000.00 ;8000000.00 ;7440428.00 ;172678.40 
080;000100;2024012;1000008632;00270741;45244782;Česká spořitelna, a.s.;Ú;Kontokorent - provozní;CZK;0,86;20241119;20251130;01;8000000.00 ;2922482.91 ;0.00 ;2490.09 
080;000100;2024012;1000008632;00270741;45244782;Česká spořitelna, a.s.;Ú;Koupě nemovitosti čp. 12 vč. pozemků;CZK;1,79;20190927;20291231;01;5000000.00 ;4950000.00 ;2500020.00 ;356756.47 
080;000100;2024012;1000008632;00270741;45244782;Česká spořitelna, a.s.;Ú;VO Paseky, Vodovod Česká Rybná;CZK;4,96;20231205;20281231;01;4000000.00 ;4000000.00 ;800004.00 ;196838.43 
080;000100;2024012;1000008632;00270741;45244782;Česká spořitelna, a.s.;Ú;"Výstavba stavebních parcel ""Vyhlídka""";CZK;3,91;20220218;20371231;01;35000000.00 ;35000000.00 ;22000016.00 ;2461068.51 
080;000100;2024012;1000008633;00270822;45317054;Komerční banka, a.s.;Ú;ČOV a kanalizace Ronov nad Doubravou;CZK;2,29;20180831;20371231;01;50000000.00 ;50000000.00 ;12500020.00 ;909363.24 
080;000100;2024012;1000008633;00270822;61061344;SG Equipment Finance Czech Republic s.r.o.;Ú;Hasičská cisterna -SCANIA;CZK;1,86;20201218;20260404;04;3646167.00 ;3646167.00 ;2764973.47 ;23369.15 
080;000100;2024012;1000008634;00484768;45317054;Komerční banka, a.s.;Ú;Spolufinancování Lány-vodovod, splašková kanalizace;CZK;0,36 p.a.;20161107;20321231;01;10000000.00 ;10000000.00 ;4666676.00 ;212196.91 
080;000100;2024012;1000008637;00654655;45244782;Česká spořitelna, a.s.;Ú;Bousov-splašková kanalizace,Vodovod Bousoév-Tuchov;CZK;1,99 %;20191101;20250630;01;13500000.00 ;13500000.00 ;6512600.00 ;810747.13 
080;000100;2024012;1000008650;00271071;45244782;Česká spořitelna, a.s.;Ú;Ú;CZK;0,75;20170103;20261130;10;15000000.00 ;14775972.42 ;11805565.00 ;30264.00 
080;000100;2024012;1000008651;00270440;45244782;Česká spořitelna, a.s.;Ú;Hasičská cisterna CAS;CZK;2,12;20190920;20301231;01;7800000.00 ;7800000.00 ;4620016.00 ;74682.69 
080;000100;2024012;1000008651;00270440;45244782;Česká spořitelna, a.s.;Ú;Investiční akce;CZK;1,5;20201217;20421231;01;20000000.00 ;15715761.17 ;2000016.00 ;217366.59 
080;000100;2024012;1000008651;00270440;45244782;Česká spořitelna, a.s.;Ú;Kanalizace Bělá-Radim;CZK;0,95;20150624;20300630;01;12000000.00 ;12000000.00 ;7111200.00 ;51834.40 
080;000100;2024012;1000008651;00270440;45244782;Česká spořitelna, a.s.;Ú;Zastřešení hradu;CZK;1,2;20091217;20241120;01;5350000.00 ;5350000.00 ;5350000.00 ;2009.00 
080;000100;2024012;1000008665;00270580;45244782;Česká spořitelna, a.s.;Ú;Rekonstrukce a modernizace místních komunikací a centra města Nasavrk-II. etapa;CZK;0,75;20160209;20260131;01;50000000.00 ;50000000.00 ;42424256.00 ;1578226.50 
080;000100;2024012;1000008675;00271560;45244782;Česká spořitelna, a.s.;Ú;Projket Hořice - město bez bariér;CZK;0.75;20120308;20270228;10;64010000.00 ;64010000.00 ;54712940.54 ;7349294.09 
080;000100;2024012;1000008676;00271632;00001350;Československá obchodní banka, a. s.;Ú;infrastruktura k bytové výstavbě;CZK;3M PRIBOR + marže 0,06 % p.a.;20220228;20370331;01;180000000.00 ;142938574.88 ;0.00 ;0.00 
080;000100;2024012;1000008677;00271888;45244782;Česká spořitelna, a.s.;Ú;Financování rekonstrukce a modernizace ČOV;CZK;1M PRIBOR +0,38% přirážka;20120530;20261130;01;23000000.00 ;23000000.00 ;16740000.00 ;5123564.29 
080;000100;2024012;1000008677;00271888;60109149;Vodohospodářská a obchodní společnost, a.s.;Ú;Financování rekonstrukce o modernizace ČOV;CZK;0;20120824;20261231;01;30000000.00 ;26000000.00 ;0.00 ;0.00 
080;000100;2024012;1000008679;00272124;45317054;Komerční banka, a.s.;Ú;Profinancování investic roku 2024 - 2026, tj. výstavba družiny a knihovny;CZK;1M PRIBOR + 0,3 % p.a.;20220627;20300930;01;7000000.00 ;0.00 ;0.00 ;0.00 
080;000100;2024012;1000008679;00272124;45317054;Komerční banka, a.s.;Ú;Výstavba kanalizace v ulici Boleslavská a výstavba zpevněných ploch u DPS Sobotka;CZK;1M PRIBOR + 0,31 % p.a.;20190523;20240531;01;9000000.00 ;9000000.00 ;9000000.00 ;541823.92 
080;000100;2024012;1000008687;00271705;45244782;Česká spořitelna, a.s.;Ú;Rekonstrukce ZŠ;CZK;0,58;20201221;20311231;01;10000000.00 ;10000000.00 ;3000024.00 ;1291219.07 
