"""""""Výkaz""""""ZC_VYKAZ:ZC_VYKAZ";"""""""Tabulka výkazu""""""ZC_VTAB:ZC_VTAB";"""""""Fiskální období""""""0FISCPER:0FISCPER";"""""""Účetní jednotka""""""ZC_UCJED:ZC_UCJED";"""""""IČO""""""ZC_ICO:ZC_ICO";"""""""IČO poskytovatele""""""/BIC/ZC_PARTP:ZC_PARTP";"""""""Název poskytovatele""""""/BIC/ZC_NAZPOS:ZC_NAZPOS";"""""""Určení""""""/BIC/ZC_URCN:ZC_URCN";"""""""Účel""""""/BIC/ZC_UCFP:ZC_UCFP";"""""""Kód měny""""""CURRENCY:0CURRENCY";"""""""Úroková sazba v %""""""/BIC/ZC_URSA:ZC_URSA";"""""""Okamžik uzavření smlouvy""""""/BIC/ZC_DATUS:ZC_DATUS";"""""""Termín splatnosti""""""/BIC/ZC_TERSPL:ZC_TERSPL";"""""""Způsob ručení""""""/BIC/ZC_ZPRUC:ZC_ZPRUC";"""""""Sjednaná výše U/Z/NFV""""""KYF_0002:ZU_VYUV";"""""""Čerpaná výše U/Z/NVF""""""KYF_0004:ZU_CEUV";"""""""Splacená výše jistiny U/Z/NFV""""""KYF_0006:ZU_SPJUV";"""""""Výše zaplacených úroků a poplatků""""""KYF_0008:ZU_ZAPUP"
080;000100;2024012;1000002034;00240605;45244782;Česká spořitelna, a.s.;Ú;Kontokorentní úvěr, překlenutí časového nesouladu mezi tvorbou a potřebou finančních zdrojů;CZK;1-měsíční PRIBOR (4,01);20240923;20250831;01;1000000.00 ;1000000.00 ;0.00 ;0.00 
080;000100;2024012;1000002035;00240613;45244782;Česká spořitelna, a.s.;Ú;financování koupě nemovitostí;CZK;2,20;20200102;20300228;01;2000000.00 ;2000000.00 ;966668.60 ;170862.94 
080;000100;2024012;1000002035;00240613;45244782;Česká spořitelna, a.s.;Ú;financování nástavby MŠ Polerady;CZK;4,56;20240306;20250228;01;13500000.00 ;13138336.52 ;0.00 ;270745.92 
080;000100;2024012;1000002035;00240613;45244782;Česká spořitelna, a.s.;Ú;financování projektu Splašková kanalizace Polerady;CZK;5,20;20170113;20311231;01;5500000.00 ;5500000.00 ;2750076.41 ;838992.68 
080;000100;2024012;1000002037;00240656;45317054;Komerční banka, a.s.;Ú;Výstavba svazkové ZŠ v Přezleticích - část související infrastruktury ZŠ;CZK;1,63;20210409;20471231;10;15000000.00 ;15000000.00 ;1200000.00 ;404730.27 
080;000100;2024012;1000002038;00240745;45317054;Komerční banka, a.s.;Ú;vodovod, kanalizace;CZK;0;20200216;20301130;01;9600000.00 ;9600000.00 ;3618870.49 ;254514.27 
080;000100;2024012;1000002038;00240745;00020729;Státní fond životního prostředí České republiky;Z;vodovod, kanalizace;CZK;0;20210105;20391231;01;23492125.00 ;23492125.00 ;5649296.58 ;176380.74 
080;000100;2024012;1000002038;00240745;26764652;ESSOX s.r.o.;Ú;traktor;CZK;0;20230131;20301231;01;420640.00 ;420640.00 ;214688.23 ;70647.75 
080;000100;2024012;1000002040;00240761;45317054;Komerční banka, a.s.;Ú;koupě budovy č.p. 49, pozemu p.č. 78, pč..561/22, p.č. 57/2;CZK;1MPribor + 0,25%;20200423;20350228;01;7000000.00 ;7000000.00 ;2016948.00 ;1625890.56 
080;000100;2024012;1000002040;00240761;45317054;Komerční banka, a.s.;Ú;koupě st. 8, pozemku 26/1;CZK;3,95;20241204;20341231;01;5000000.00 ;5000000.00 ;0.00 ;0.00 
080;000100;2024012;1000002042;00240800;45244782;Česká spořitelna, a.s.;Ú;Rekonstrukce chodníků obce;CZK;2,28;20191231;20351231;01;4000000.00 ;4000000.00 ;2424260.00 ;0.00 
080;000100;2024012;1000002042;00240800;45244782;Česká spořitelna, a.s.;Ú;Rekontrukce ZŠ Struhařov;CZK;1,93;20211231;20310908;01;5000000.00 ;5000000.00 ;1500012.00 ;0.00 
080;000100;2024012;1000002042;00240800;00001350;Československá obchodní banka, a. s.;Ú;Rekontrukce kompostárny;CZK;5,56;20140530;20260323;01;3500000.00 ;3500000.00 ;3045000.00 ;0.00 
080;000100;2024012;1000002043;00240826;45244782;Česká spořitelna, a.s.;Ú;investiční akce;CZK;1,5;20240203;20250203;01;2000000.00 ;2000000.00 ;0.00 ;12348.00 
080;000100;2024012;1000002043;00240826;45244782;Česká spořitelna, a.s.;Ú;pozemek+budova;CZK;2,42;20190304;20281215;01;10816000.00 ;10816000.00 ;6008940.00 ;439641.58 
080;000100;2024012;1000002043;00240826;45244782;Česká spořitelna, a.s.;Ú;přístavba ZŠ + rekon.komunikace;CZK;1,7;20191024;20331015;01;23000000.00 ;23000000.00 ;5830992.00 ;1198417.58 
080;000100;2024012;1000002043;00240826;45244782;Česká spořitelna, a.s.;Ú;rekon.komunikací+vodovod;CZK;5,59;20220722;20370630;01;20000000.00 ;19707365.38 ;8462801.50 ;821403.72 
080;000100;2024012;1000002043;00240826;45244782;Česká spořitelna, a.s.;Ú;vodovod a kanalizace;CZK;1,87;20200108;20351215;01;20000000.00 ;19940563.88 ;2033198.50 ;1351650.31 
080;000100;2024012;1000002044;00240834;45317054;Komerční banka, a.s.;Ú;Stavba chodníků;CZK;2,1;20240304;20381231;01;25000000.00 ;25000000.00 ;0.00 ;506919.02 
080;000100;2024012;1000002044;00240834;45317054;Komerční banka, a.s.;Ú;Stavba kanalizace;CZK;0,14;20160617;20361231;01;31000000.00 ;27869702.00 ;9649333.00 ;2561449.44 
080;000100;2024012;1000002046;00240869;45317054;Komerční banka, a.s.;Ú;výstavba kanalizace;CZK;1,45;20230612;20320531;01;19241756.67 ;19241756.67 ;0.00 ;699111.39 
080;000100;2024012;1000002047;00240877;45244782;Česká spořitelna, a.s.;Ú;Financování Projektu;CZK;1,35;20190920;20401231;01;20000000.00 ;11126351.32 ;4000003.20 ;511929.82 
080;000100;2024012;1000002047;00240877;45244782;Česká spořitelna, a.s.;Ú;Financování Projektu;CZK;1,55;20190920;20421231;01;8000000.00 ;7987664.37 ;800001.60 ;233794.75 
080;000100;2024012;1000002047;00240877;45244782;Česká spořitelna, a.s.;Ú;Financování Projektu;CZK;1,87;20190920;20391231;01;12000000.00 ;11539161.99 ;3000000.00 ;740751.94 
080;000100;2024012;1000002047;00240877;45244782;Česká spořitelna, a.s.;Ú;Financování splacení dluhů ze smlouvy o úvěr č. 1372/11/5662 uzavřené mezi ČSOB, a.s. a obcí Tehov;CZK;1,87;20190920;20391231;01;5200000.00 ;5181853.12 ;1300002.00 ;334770.40 
080;000100;2024012;1000002048;00240966;45317054;Komerční banka, a.s.;Ú;rekonstrukce ZUŠ;CZK;1,93;20191020;20290630;01;9360000.00 ;9360000.00 ;4964851.00 ;346565.66 
080;000100;2024012;1000002048;00240966;45317054;Komerční banka, a.s.;Ú;výstavba V+K;CZK;1,12;20200615;20311231;01;15000000.00 ;15000000.00 ;4500000.00 ;408787.64 
080;000100;2024012;1000002048;00240966;45317054;Komerční banka, a.s.;Ú;výstavba komunikací;CZK;1,98;20210611;20321031;01;20000000.00 ;20000000.00 ;4000008.00 ;729577.17 
080;000100;2024012;1000002048;00240966;00020729;Státní fond životního prostředí České republiky;NFV;vodovod;CZK;0;20100815;20251231;01;4402725.26 ;4402725.26 ;4258080.38 ;0.00 
080;000100;2024012;1000002049;00240974;45317054;Komerční banka, a.s.;Ú;Financování odkanalizování obce;CZK;1,19;20200109;20420228;01;20000000.00 ;18467836.70 ;2835600.00 ;621888.76 
080;000100;2024012;1000002050;00240991;45244782;Česká spořitelna, a.s.;Ú;Koupě nemovitosti;CZK;4,13;20240605;20340930;01;6000000.00 ;6000000.00 ;150000.00 ;0.00 
080;000100;2024012;1000002050;00240991;45244782;Česká spořitelna, a.s.;Ú;Výstavba MŠ;CZK;1,29;20180831;20270630;01;1321025.00 ;1321025.00 ;950719.00 ;0.00 
080;000100;2024012;1000002050;00240991;45244782;Česká spořitelna, a.s.;Ú;Výstavba kanalizace;CZK;3,81;20140930;20240930;03;7000000.00 ;7000000.00 ;7000000.00 ;0.00 
080;000100;2024012;1000002051;00241016;45244782;Česká spořitelna, a.s.;Ú;Cyklostezka;CZK;2,34;20180824;20241130;01;5000000.00 ;5000000.00 ;5000000.00 ;491868.31 
080;000100;2024012;1000002051;00241016;45244782;Česká spořitelna, a.s.;Ú;Kanalizace;CZK;1,59;20140828;20280715;01;16000000.00 ;16000000.00 ;11503360.00 ;435121.11 
080;000100;2024012;1000002051;00241016;45244782;Česká spořitelna, a.s.;Ú;Nemovitost - budova s čp.;CZK;5,21;20230314;20430531;01;12890000.00 ;12890000.00 ;1020459.60 ;699624.43 
080;000100;2024012;1000002053;00241032;45317054;Komerční banka, a.s.;Ú;Rekonstrukce komunikace a pěší propojený Brnky část A i B;CZK;5,31;20231207;20241220;02;10000000.00 ;3768004.10 ;3768004.10 ;12834.47 
080;000100;2024012;1000002053;00241032;45317054;Komerční banka, a.s.;Ú;Rekontrukce komunikace Brnky část A i B, výstavba vodovodu Zlatý kopec;CZK;1M PRIBOR + 0,21% p.a.;20240906;20250831;01;50000000.00 ;16496382.71 ;0.00 ;111620.97 
080;000100;2024012;1000002053;00241032;45317054;Komerční banka, a.s.;Ú;nákup pozemku pro výstavbu nové ZŠ;CZK;1,40;20200316;20250930;01;13970000.00 ;13970000.00 ;11176000.00 ;605151.93 
080;000100;2024012;1000002053;00241032;45317054;Komerční banka, a.s.;Ú;rozšíření kanalizace;CZK;2,09;20211228;20280628;01;6475257.32 ;6475257.32 ;2988612.32 ;319107.96 
080;000100;2024012;1000002055;00241075;45244782;Česká spořitelna, a.s.;Ú;Investiční akce - Stavba DSO Svazková škola Ondřejov;CZK;5,50;20231221;20440531;01;13500000.00 ;13500000.00 ;393750.00 ;611088.32 
080;000100;2024012;1000002056;00472034;45317054;Komerční banka, a.s.;Ú;Investiční úvěr - Kanalizace, ČOV;CZK;4,32;20210329;20410228;01;14000000.00 ;9000000.00 ;990840.00 ;473841.00 
080;000100;2024012;1000002057;00472051;45317054;Komerční banka, a.s.;Ú;Spolufinancování investic;CZK;2,63;20181212;20281130;01;20000000.00 ;20000000.00 ;11454555.00 ;2162814.42 
080;000100;2024012;1000002057;00472051;45317054;Komerční banka, a.s.;Ú;spolufinancování DPH investic;CZK;2,49;20191105;20281130;01;4176000.00 ;4176000.00 ;2391711.00 ;388483.87 
080;000100;2024012;1000002058;00472131;45317054;Komerční banka, a.s.;Ú;koupě nemovitosti k provozu DS;CZK;1M PRIBOR 0,29%;20241111;20341231;02;10000000.00 ;10000000.00 ;0.00 ;55902.78 
080;000100;2024012;1000002060;00640042;45317054;Komerční banka, a.s.;Ú;dostavba ČOV;CZK;1,21;20170730;20271201;01;15000000.00 ;13637484.74 ;8950000.00 ;639594.93 
080;000100;2024012;1000002061;00640123;45244782;Česká spořitelna, a.s.;Ú;financování projektu;CZK;0,87%;20150603;20301220;01;12000000.00 ;12000000.00 ;9200360.00 ;425661.80 
080;000100;2024012;1000002065;00640239;45317054;Komerční banka, a.s.;Ú;Profinancování;CZK;1,70;20190923;20351231;01;4000000.00 ;4000000.00 ;1068000.00 ;239838.54 
080;000100;2024012;1000002066;00640255;45244782;Česká spořitelna, a.s.;Ú;financování projektu;CZK;1,38;20170303;20381231;01;15000000.00 ;14490141.34 ;4118619.23 ;10430901.72 
080;000100;2024012;1000002067;00662399;45244782;Česká spořitelna, a.s.;Ú;Projekt kanalizacd;CZK;5,04;20170108;20361130;01;7000000.00 ;7000000.00 ;2811744.00 ;869479.00 
080;000100;2024012;1000002067;00662399;45317054;Komerční banka, a.s.;Ú;Předfinancování dotace - Chodník na Úvaly;CZK;0,67;20220527;20240430;01;500000.00 ;500000.00 ;500000.00 ;45674.30 
080;000100;2024012;1000002068;00876291;45317054;Komerční banka, a.s.;Ú;spolufinancování projektu: Pětihosty-vodovod,tlaková kanaliazce a ČOV;CZK;1,49;20200703;20420630;01;14000000.00 ;14000000.00 ;1850020.00 ;771848.16 
080;000100;2024012;1000002069;43750486;45317054;Komerční banka, a.s.;Ú;čistírna odpadních vod;CZK;1,64;20200903;20410531;01;15609000.00 ;5094774.91 ;912890.00 ;228371.87 
080;000100;2024012;1000002069;43750486;70891095;Středočeský kraj;NFV;chodník Hlavní Korycanská;CZK;0;20231218;20241221;01;4000000.00 ;4000000.00 ;0.00 ;0.00 
080;000100;2024012;1000002072;00240478;45317054;Komerční banka, a.s.;Ú;inv. akce - intenzifikace ČOV;CZK;1,57;20140828;20300630;01;12000000.00 ;7000000.00 ;7000000.00 ;607741.15 
080;000100;2024012;1000002072;00240478;45317054;Komerční banka, a.s.;Ú;inv. akce - nástavba ZŠ;CZK;1,53;20140828;20300630;01;6000000.00 ;6000000.00 ;3799962.00 ;612774.39 
080;000100;2024012;1000002072;00240478;00020729;Státní fond životního prostředí České republiky;Z;inv. akce - intenzifikace ČOV;CZK;1;20140930;20260331;01;6263462.40 ;6172143.56 ;5637132.00 ;336959.23 
080;000100;2024012;1000002073;70891095;45244782;Česká spořitelna, a.s.;Ú;Předfinancování invest. a neinvest. projektů spolufinancovaných z EU a národních zdrojů;CZK;3M PRIBOR - 0,25 %;20211108;20311231;01;2500000000.00 ;0.00 ;0.00 ;0.00 
080;000100;2024012;1000002073;70891095;45317054;Komerční banka, a.s.;Ú;Financování investičních akcí v oblasti dopravy, zdravotnictví, životního prostředí, sociálních věcí;CZK;3M PRIBOR + 0,00 %;20070912;20270912;01;4000000000.00 ;4000000000.00 ;3341411280.00 ;514504176.38 
080;000100;2024012;1000002073;70891095;45317054;Komerční banka, a.s.;Ú;Financování návratných finančních výpomocí OSVČ v souvislosti s pandemií COVID-19;CZK;3M PRIBOR +0,075 %;20200625;20240630;01;234420000.00 ;234420000.00 ;234420000.00 ;18957966.05 
080;000100;2024012;1000002073;70891095;45317054;Komerční banka, a.s.;Ú;Kofinancování invest. a neinvest. projektů spolufinancovaných z EU a národních zdrojů;CZK;3M PRIBOR -0,018 %;20211109;20461231;01;4000000000.00 ;0.00 ;0.00 ;0.00 
080;000100;2024012;1000002073;70891095;4C;EIB (Evropská investiční banka);Ú;Financování investičních akcí v oblasti zdravotnictví, sociální péče, silniční dopravy, školství, ..;CZK;6M PRIBOR +/-marže, dle načerpané tranže;20200930;20480721;01;3050000000.00 ;2350000000.00 ;8030303.03 ;248047880.00 
080;000100;2024012;1000002166;00240117;45244782;Česká spořitelna, a.s.;Ú;pořízení investic města;CZK;1,09;20200625;20301031;01;50000000.00 ;50000000.00 ;20000000.00 ;1866748.64 
080;000100;2024012;1000002168;00240214;45317054;Komerční banka, a.s.;Ú;ZŠ - stav.úpravy a přístavby;CZK;01M PRIBOR + 0,08% p.a.;20161003;20270630;01;38000000.00 ;38000000.00 ;28000000.00 ;4814399.15 
080;000100;2024012;1000002169;00240273;45244782;Česká spořitelna, a.s.;Ú;Kanalizace a vodovod;CZK;3.78;20091222;20291220;01;50000000.00 ;46006543.50 ;36400000.00 ;8302481.00 
080;000100;2024012;1000002169;00240273;45244782;Česká spořitelna, a.s.;Ú;Navýšení kapacity ČOV;CZK;4.04;20111125;20390920;01;60000000.00 ;60000000.00 ;12744000.00 ;10829959.38 
080;000100;2024012;1000002169;00240273;00001350;Československá obchodní banka, a. s.;Ú;Navýšení kapacity ZŠ;CZK;3.98;20160620;20290620;01;50000000.00 ;50000000.00 ;30978513.25 ;6527169.39 
080;000100;2024012;1000002171;00240397;00001350;Československá obchodní banka, a. s.;Ú;stavba kanalizace;CZK;0;20190501;20340531;01;14000000.00 ;14000000.00 ;3558333.13 ;253056.97 
080;000100;2024012;1000002174;00240532;45244782;Česká spořitelna, a.s.;Ú;Cyklostezka Nová Ves - Mratín;CZK;2,36;20210921;20311231;02;4500000.00 ;3970688.67 ;1350000.00 ;249316.40 
080;000100;2024012;1000002174;00240532;45244782;Česká spořitelna, a.s.;Ú;Novostavba MŠ;CZK;1,52;20191021;20281231;02;8500000.00 ;6839115.72 ;4722228.00 ;246523.49 
080;000100;2024012;1000002174;00240532;45244782;Česká spořitelna, a.s.;Ú;Nákup nemovitostí;CZK;1,73;20180329;20280331;02;10000000.00 ;10000000.00 ;6694934.00 ;371510.90 
080;000100;2024012;1000002174;00240532;45244782;Česká spořitelna, a.s.;Ú;ČOV - Nová Ves;CZK;1,14;20150318;20250228;02;6000000.00 ;5999999.07 ;5966650.00 ;253408.40 
080;000100;2024012;1000002175;00240591;45244782;Česká spořitelna, a.s.;Ú;investiční akce;CZK;0,74;20160429;20310430;01;7000000.00 ;6763839.65 ;3994449.00 ;317889.31 
080;000100;2024012;1000002178;00240818;45244782;Česká spořitelna, a.s.;Ú;Základní škola, tělocvična;CZK;3,1;20240910;20440920;01;110000000.00 ;20581993.76 ;0.00 ;0.00 
080;000100;2024012;1000002178;00240818;45244782;Česká spořitelna, a.s.;Ú;ZŠ Sulice, ČOV, kanalizae Nechánice, kanalizace Želivec;CZK;0,89;20160829;20310630;01;25000000.00 ;24617918.35 ;13824000.00 ;364391.60 
080;000100;2024012;1000002178;00240818;45244782;Česká spořitelna, a.s.;Ú;nákup nemovitosti pozemky p.č.106/19, 106/20, 106/21, 106/22, 106/23 a st.209;CZK;1,05;20171023;20270920;01;5000000.00 ;5000000.00 ;3612000.00 ;69235.80 
080;000100;2024012;1000002178;00240818;45244782;Česká spořitelna, a.s.;Ú;refinancování;CZK;0,78;20160829;20260630;01;17814000.00 ;17644871.57 ;14944871.57 ;129777.70 
080;000100;2024012;1000002178;00240818;45244782;Česká spořitelna, a.s.;Ú;rozšíření kapacity MŠ Sluníčko;CZK;1,86;20191101;20251220;01;6500000.00 ;6453686.12 ;5400000.00 ;151895.41 
080;000100;2024012;1000002180;00240940;00240940;Obec Veleň;Ú;Stavba objektu Občanské vybavenosti;CZK;3,89;20240829;20390630;01;20000000.00 ;0.00 ;0.00 ;0.00 
080;000100;2024012;1000002180;00240940;00240940;Obec Veleň;Ú;stavba nové ZŠ Veleň;CZK;1,47;20170629;20350331;01;20000000.00 ;20000000.00 ;6985000.00 ;211553.45 
080;000100;2024012;1000002181;00241067;45244782;Česká spořitelna, a.s.;Ú;koupě nemovitosti;CZK;1,69;20210330;20410531;02;6655000.00 ;6655000.00 ;1169532.00 ;359936.53 
080;000100;2024012;1000002181;00241067;45317054;Komerční banka, a.s.;Ú;rozšíření MŠ;CZK;1,81;20190329;20290228;02;4500000.00 ;2485465.12 ;2485465.12 ;121973.38 
080;000100;2024012;1000002189;00235474;45317054;Komerční banka, a.s.;Ú;Kanalizace 2. etapa, 2. část;CZK;1,94;20190606;20330730;01;40000000.00 ;40000000.00 ;14250000.00 ;3268812.16 
080;000100;2024012;1000002191;00235598;00001350;Československá obchodní banka, a. s.;Ú;Výstavba splaškové kanalizace včetně čistírny odpadních vod 440 EO;CZK;0;20221115;20441220;01;18000000.00 ;18000000.00 ;0.00 ;0.00 
080;000100;2024012;1000002193;00235750;45317054;Komerční banka, a.s.;Ú;Odkanalizování obce Stříbrná Skalice;CZK;0;20200604;20411231;01;20000000.00 ;17241581.39 ;2916518.17 ;477686.02 
080;000100;2024012;1000002193;00235750;45317054;Komerční banka, a.s.;Ú;odkanalizování obce Stříbrná Skalice vč. DPH;CZK;0;20150130;20291130;01;14000000.00 ;14000000.00 ;14000000.00 ;2144761.97 
080;000100;2024012;1000002197;00236811;45244782;Česká spořitelna, a.s.;Ú;nákup pozemku;CZK;1,41;20210629;20260520;01;7000000.00 ;7000000.00 ;4983090.00 ;218900.20 
080;000100;2024012;1000002197;00236811;45244782;Česká spořitelna, a.s.;Ú;rekonstrukce budovy školy;CZK;3,73;20240912;20270831;01;5000000.00 ;5000000.00 ;555556.00 ;40221.26 
080;000100;2024012;1000002200;00237361;45244782;Česká spořitelna, a.s.;Ú;Nákup nemovitosti;CZK;0,45;20160824;20261231;01;4000000.00 ;4000000.00 ;3200064.00 ;477280.10 
080;000100;2024012;1000002200;00237361;45244782;Česká spořitelna, a.s.;Ú;ČOV, střecha budovy OÚ;CZK;0,59;20160824;20271231;01;6000000.00 ;3875745.67 ;3875745.67 ;85098.80 
080;000100;2024012;1000002201;00238112;45317054;Komerční banka, a.s.;Ú;Vybudování kanalizace v obci KH;CZK;0,43;20141118;20260331;01;11000000.00 ;11000000.00 ;9648000.00 ;1068154.59 
080;000100;2024012;1000002202;00474177;45244782;Česká spořitelna, a.s.;Ú;kanalizace;CZK;0;20110621;20310620;03;20000000.00 ;19486842.00 ;13500108.00 ;3037850.51 
080;000100;2024012;1000002202;00474177;70891095;Středočeský kraj;NFV;Mateřská škola;CZK;0;20231114;20251124;01;4000000.00 ;4000000.00 ;0.00 ;0.00 
080;000100;2024012;1000002203;00509213;45317054;Komerční banka, a.s.;Ú;nákup nemovitosti na rozvoj obce;CZK;4,49;20231116;20381231;01;9800000.00 ;9800000.00 ;653340.00 ;433650.44 
080;000100;2024012;1000002203;00509213;45317054;Komerční banka, a.s.;Ú;nákup pozemků na rozvoj obce;CZK;4,88;20210330;20310330;01;5000000.00 ;5000000.00 ;1795500.00 ;140952.56 
080;000100;2024012;1000002205;00639729;45244782;Česká spořitelna, a.s.;Ú;financování koupě nemovitosti;CZK;4,2;20220131;20320131;01;1300000.00 ;1300000.00 ;371450.00 ;135421.78 
080;000100;2024012;1000002206;00639745;45317054;Komerční banka, a.s.;Ú;"Spolufinancování objektu ""Štíhlice-splašková kanalizace a ČOV 300 EO""";CZK;1,37;20200915;20300829;03;10000000.00 ;9836967.74 ;1375440.00 ;317125.97 
080;000100;2024012;1000002207;00639761;45317054;Komerční banka, a.s.;Ú;"Spolufinancování investiční akce ""Obec Výžerky - splašková kanalizace a ČOV""";CZK;0;20221118;20471031;01;7000000.00 ;7000000.00 ;0.00 ;0.00 
080;000100;2024012;1000002208;00665134;45244782;Česká spořitelna, a.s.;Ú;vodovod;CZK;0;20240401;20340401;01;4393376.29 ;4393376.29 ;0.00 ;64171.04 
080;000100;2024012;1000002208;00665134;25672720;MONETA Money Bank, a.s.;Ú;vodojem;CZK;0;20181030;20280920;01;2000000.00 ;2000000.00 ;1134629.00 ;22550.90 
080;000100;2024012;1000002262;00241610;45244782;Česká spořitelna, a.s.;Ú;Nákup nemovitostí - pozemky parc. č. 2990/1, parc. č. 2992- budova čp. 1189, parc. č. 2994/38;CZK;1,35%;20200507;20301130;01;44770000.00 ;44052003.92 ;18250708.19 ;2228183.59 
080;000100;2024012;1000002262;00241610;45244782;Česká spořitelna, a.s.;Ú;Výstavba nové základní školy v Žalově, v katastru obce Roztoky u Prahy;CZK;0,08% + 1-měsíční PRIBOR;20191127;20311130;01;100000000.00 ;100000000.00 ;61428554.09 ;14139191.67 
080;000100;2024012;1000002263;00241636;45317054;Komerční banka, a.s.;Ú;rekonstrukce povrchů Vrážka;CZK;4,41;20240628;20340531;01;23000000.00 ;23000000.00 ;476342.06 ;350402.44 
080;000100;2024012;1000002263;00241636;64948242;UniCredit Bank Czech Republic and Slovakia, a.s.;Ú;rekonstrukce povrchů Vrážka;CZK;1M PRIBOR + přirážka 0,25 % p.a.;20231212;20331230;01;23000000.00 ;23000000.00 ;1483210.27 ;1089257.89 
080;000100;2024012;1000002264;00242748;00001350;Československá obchodní banka, a. s.;Ú;Refinancování úvěru ČS na výstavbu Pavilonu ZŠ, Komenského 420, Mníšek pod Brdy;CZK;1.75;20210330;20300225;01;32000000.00 ;32000000.00 ;13104723.00 ;1643349.36 
080;000100;2024012;1000002269;00233200;45317054;Komerční banka, a.s.;Ú;nákup nemovitosti;CZK;1,53;20170227;20370121;01;20000000.00 ;20000000.00 ;7816650.00 ;1929737.00 
080;000100;2024012;1000002269;00233200;45317054;Komerční banka, a.s.;Ú;stavba školky;CZK;4,63;20240426;20381231;10;17000000.00 ;13707848.00 ;0.00 ;59892.35 
080;000100;2024012;1000002274;00234842;45317054;Komerční banka, a.s.;Ú;Výstavba MŠ, zateplení OÚ, silnice, chodníky;CZK;1,49;20150324;20301231;01;11250000.00 ;11250000.00 ;5300000.00 ;1056235.02 
080;000100;2024012;1000002277;00241113;45317054;Komerční banka, a.s.;Ú;Profinancování vratky sponzorského daru;CZK;2,42;20200106;20291130;01;10000000.00 ;10000000.00 ;4490946.68 ;149434.60 
080;000100;2024012;1000002278;00241130;45244782;Česká spořitelna, a.s.;Ú;financování rekonstrukce budovy č.p. 71 Velké Číčovice;CZK;2,59;20211011;20330630;01;8000000.00 ;8000000.00 ;1818300.00 ;488493.17 
080;000100;2024012;1000002281;00241172;45244782;Česká spořitelna, a.s.;Ú;stavba kanalizace;CZK;1,61;20141015;20301231;01;4500000.00 ;4500000.00 ;2617717.88 ;973440.00 
080;000100;2024012;1000002283;00241211;45317054;Komerční banka, a.s.;Ú;Přístavb a nástavba požární zbrojnice;CZK;3,25;20211216;20360331;01;5000000.00 ;5000000.00 ;1052640.00 ;448499.75 
080;000100;2024012;1000002283;00241211;45317054;Komerční banka, a.s.;Ú;Přístavba a nástavba požární zbrojnice;CZK;1,25;20201230;20310331;01;8750000.00 ;8750000.00 ;3141026.00 ;324329.26 
080;000100;2024012;1000002284;00241229;63998980;ČSOB Leasing, a.s.;Ú;financování malotraktoru Kubota;CZK;0;20220103;20250103;01;1375517.69 ;1375517.69 ;1337303.57 ;0.00 
080;000100;2024012;1000002285;00241253;45244782;Česká spořitelna, a.s.;Ú;Financování koupě pozemku;CZK;2,19;20211001;20401220;01;8000000.00 ;6423000.00 ;840000.00 ;138031.13 
080;000100;2024012;1000002287;00241288;45244782;Česká spořitelna, a.s.;Ú;Nákup administrativního areálu;CZK;5,5;20231103;20321203;01;30000000.00 ;30000000.00 ;6000000.00 ;1411974.71 
080;000100;2024012;1000002287;00241288;45244782;Česká spořitelna, a.s.;Ú;Výstavba víceúčelové haly;CZK;1,53;20190809;20300131;01;35000000.00 ;35000000.00 ;17355372.00 ;540779.21 
080;000100;2024012;1000002288;00241296;45317054;Komerční banka, a.s.;Ú;stavba školy;CZK;0,88;20170123;20350331;01;69404484.38 ;69404484.38 ;25766347.61 ;3399809.57 
080;000100;2024012;1000002290;00241318;45317054;Komerční banka, a.s.;Ú;Financování investičních záměrů Města Jesenice na období let 2018 až 2022;CZK;2,22 % p.a.;20180606;20421231;01;120000000.00 ;118126624.50 ;12000000.00 ;5195278.99 
080;000100;2024012;1000002292;00241342;00001350;Československá obchodní banka, a. s.;Ú;Financování nemovitosti;CZK;1,05;20210322;20310225;01;25000000.00 ;25000000.00 ;9328000.00 ;823495.69 
080;000100;2024012;1000002292;00241342;00001350;Československá obchodní banka, a. s.;Ú;Částečné financování nákupu nemovitosti;CZK;3,42;20240522;20340327;01;20000000.00 ;20000000.00 ;1186500.00 ;396117.27 
080;000100;2024012;1000002296;00241393;45244782;Česká spořitelna, a.s.;Ú;financování nákupu pozemku pro sběrný dvůr;CZK;1,64;20200418;20271220;01;4500000.00 ;4500000.00 ;2592000.00 ;37313.28 
080;000100;2024012;1000002296;00241393;45244782;Česká spořitelna, a.s.;Ú;financování stavby 1. st. ZŠ;CZK;6-měsíční;20220304;20311220;01;15000000.00 ;15000000.00 ;6448000.00 ;511968.64 
080;000100;2024012;1000002297;00241415;45244782;Česká spořitelna, a.s.;Ú;Bezpečný chodník;CZK;1,68;20200617;20271120;01;2600000.00 ;2559190.03 ;1200000.00 ;154423.05 
080;000100;2024012;1000002297;00241415;45244782;Česká spořitelna, a.s.;Ú;Intenzifikace ČOV Libeň;CZK;5,27;20230530;20321220;01;6500000.00 ;6500000.00 ;720000.00 ;509025.93 
080;000100;2024012;1000002297;00241415;45244782;Česká spořitelna, a.s.;Ú;Intenzifikace ČOV Libeř;CZK;2,36;20190219;20281220;01;13000000.00 ;13000000.00 ;7200000.00 ;1186367.97 
