VýkazZC_VYKAZ:ZC_VYKAZ	Tabulka výkazuZC_VTAB:ZC_VTAB	Fiskální období0FISCPER:0FISCPER	Účetní jednotkaZC_UCJED:ZC_UCJED	IČOZC_ICO:ZC_ICO	IČO poskytovatele/BIC/ZC_PARTP:ZC_PARTP	Název poskytovatele/BIC/ZC_NAZPOS:ZC_NAZPOS	Určení/BIC/ZC_URCN:ZC_URCN	Účel/BIC/ZC_UCFP:ZC_UCFP	Kód měnyCURRENCY:0CURRENCY	Okamžik uzavření smlouvy/BIC/ZC_DATUS:ZC_DATUS	Termín splatnosti/BIC/ZC_TERSPL:ZC_TERSPL	Způsob ručení/BIC/ZC_ZPRU:ZC_ZPRU	Sjednaná výše U/Z/NFVKYF_0002:ZU_VYUV	Čerpaná výše U/Z/NVFKYF_0004:ZU_CEUV	Splacená výše jistiny U/Z/NFVKYF_0006:ZU_SPJUV	Výše zaplacených úroků a poplatkůKYF_0008:ZU_ZAPUP	ARES_Nazev_subjektu	ARES_Pravni_Forma_Kod	ARES_Pravni_Forma_Oficialni	ARES_Pravni_Forma_Skupina	ARES_Pravni_Forma_Zkratka
080	000100	2021012	1000003593	00511196	45317054	Komerční banka, a.s.	Ú	koupě areálu na LV č. 109 v k. ú. Včelnička	CZK	20200907	20340930	není sjednané	6000000.00 	6000000.00 	466783.64 	88082.36 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003594	00511200	45317054	Komerční banka, a.s.	Ú	Biologické nádrže	CZK	20190816	20290731	bez ručení	3911000.00 	3728962.75 	1816216.00 	171175.90 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003604	00511315	45317054	Komerční banka, a.s.	Ú	ČOV	CZK	20180524	20270731	předmět úvěru	16000000.00 	16000000.00 	7258604.00 	670751.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003628	00515761	25672720	MONETA Money Bank, a.s.	Ú	"Výstavba objektu podle projektu ""Kanalizace a ČOV Olešná"""	CZK	20210723	20340720	nesjednává se	20000000.00 	1288191.03 	0.00 	10841.38 	MONETA Money Bank, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003633	00515825	45317054	Komerční banka, a.s.	Ú	Přístavba, nástavba a stavební úpravy objektu čp.60 a 64 ve Svépravicích	CZK	20200320	20300131	zajištění není sjednáno	2500000.00 	2500000.00 	272760.00 	35192.20 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003636	00515931	00001350	Československá obchodní banka, a. s.	Ú	výstavba víceúčelového poldru	CZK	20110506	20210409	blankosměnka	2062432.00 	2062431.00 	2062431.00 	471813.32 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003638	00515957	45244782	Česká spořitelna, a.s.	Ú	Rekonstrukce kulturního zařízení v obci Libkova Voda	CZK	20121219	20210630	zástavní právo k  nemovitosti	3700000.00 	3700000.00 	3700000.00 	0.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003648	00583499	45317054	Komerční banka, a.s.	Ú	DČOV v obci Litohošť	CZK	20191031	20240430	zajištění úvěru se nesjednává	1100000.00 	1000000.00 	508800.00 	32305.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003655	00584061	45244782	Česká spořitelna, a.s.	Ú	Sběrná lesní komunikace PE525 Velká Černá - Zhoř	CZK	20190624	20290731	--	4291000.00 	4291000.00 	3928067.00 	87083.28 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003655	00584061	45244782	Česká spořitelna, a.s.	Ú	„Obnova rybníka Stará Pani a navzujícího náhonu“	CZK	20180830	20261231	--	2000000.00 	2000000.00 	600666.24 	95449.50 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003657	00584088	45317054	Komerční banka, a.s.	Ú	Odbahnění a oprava bez. přelivu rybníka	CZK	20200327	20250430	Žádný	700000.00 	700000.00 	248877.37 	20804.66 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003657	00584088	45317054	Komerční banka, a.s.	Ú	Oprava MK Vlasenice - křižovatka	CZK	20210106	20250831	Źádný	1250000.00 	1250000.00 	257982.65 	18379.58 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003752	00248801	00020729	Státní fond životního prostředí České republiky	Ú	OPŽP Snížení znečištění vod	CZK	20140918	20250930	--	15860595.78 	15248542.72 	9516360.00 	641317.21 	Státní fond životního prostředí České republiky	381	Fond (ze zákona)	Státní fond ze zákona nezapisující se do obchodního rejstříku	jiná
080	000100	2021012	1000003760	00249831	00001350	Československá obchodní banka, a. s.	Ú	Rozšíření domova pro seniory Milevsko	CZK	20210104	20370630	bez ručení	35000000.00 	15570589.19 	0.00 	61373.32 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003760	00249831	00001350	Československá obchodní banka, a. s.	Ú	Snížení energetické náročnosti budovy sportovní haly v Milevsku, vč. vzduchotechniky a nářaďovny	CZK	20200429	20261231	bez ručení	18000000.00 	13365456.78 	2227572.00 	290712.51 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003760	00249831	00001350	Československá obchodní banka, a. s.	Ú	Sítě a komunikace Švermova-3.etapa	CZK	20180329	20241231	bez ručení	20966331.97 	20966331.97 	10483164.00 	801361.89 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003761	00249998	45317054	Komerční banka, a.s.	Ú	rekonstrukce domu v Písku Jiráskovo nábřeží 2443 - sociální bydlení	CZK	20150529	20241215	prohlášení ručitele JESICCA	18349641.00 	12021954.87 	11546742.53 	169283.08 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003761	00249998	45317054	Komerční banka, a.s.	Ú	rekonstrukce domu v Písku, nábřeží 1. máje 1467 a 1468 - sociální bydlení	CZK	20150529	20241215	prohlášení ručitele JESSICA	20359890.00 	14545466.51 	12779505.03 	217269.36 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003761	00249998	00001350	Československá obchodní banka, a. s.	Ú	výstavba plaveckého bazénu, stavební akce: přemístění Městské knihovny, Úpravna vody	CZK	20170630	20291231	bez ručení	200000000.00 	200000000.00 	40000000.00 	4557491.66 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003761	00249998	00001350	Československá obchodní banka, a. s.	Ú	výstavba plaveckého stadionu a Seniorského domu v Sovově ulici v Písku	CZK	20210125	20321231	bez ručení	100000000.00 	0.00 	0.00 	0.00 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003764	00249521	70856788	Státní fond rozvoje bydlení	Ú	výstavba 8 bytů - Údraž 64	CZK	20200514	20500731	zástavní právo k nemovitosti a pozemku	9147592.00 	9147592.00 	237337.09 	160366.91 	Státní fond podpory investic	381	Fond (ze zákona)	Státní fond ze zákona nezapisující se do obchodního rejstříku	jiná
080	000100	2021012	1000003766	00249564	45244782	Česká spořitelna, a.s.	Ú	Nákup nemovitosti č.p. 9	CZK	20180412	20220531	Vlastními příjmy	1280000.00 	1280000.00 	1146681.00 	43596.30 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003766	00249564	45244782	Česká spořitelna, a.s.	Ú	Rekonstrukce domu čp. 27 Branice - vestavba 8 b.j.	CZK	20080429	20270531	Zástavní právo k nemovitostem	2600000.00 	2580818.31 	1814250.00 	1063565.90 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003766	00249564	45244782	Česká spořitelna, a.s.	Ú	Sociální byty Branice	CZK	20201210	20261231	Dotace	8800000.00 	3153163.81 	3093163.81 	25115.22 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003766	00249564	45244782	Česká spořitelna, a.s.	Ú	Za účelem překlenutí časového nesouladu mezi tvorbou a potřebou finan.zdrojů provozního charakteru	CZK	20210609	20220630	Bez ručení	500000.00 	0.00 	0.00 	0.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003767	00249599	45317054	Komerční banka, a.s.	Ú	Kanalizace a vodovod Větrov	CZK	20210412	20310930	ZS k nemovitosti Hvížďalka	5227406.00 	5227405.77 	130686.00 	0.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003767	00249599	45317054	Komerční banka, a.s.	Ú	Rozparcelování a zasíťování pozemků parc.č. 994/1 a 994/74 v obci Čimelice	CZK	20160104	20281231	2 blankosměnky bez avalu, ZS k pohledávce-běžnému účtu	17500000.00 	16236447.94 	12000040.00 	0.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003767	00249599	45317054	Komerční banka, a.s.	Ú	Změny budov areálu ZŠ Čimelice	CZK	20200813	20360831	2 blankosměnky bez avalu	16009600.00 	16009600.00 	355772.00 	61870.18 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003767	00249599	45317054	Komerční banka, a.s.	Ú	Čimelice - ČOV a dostavba kanalizace	CZK	20111123	20340630	bez zajištění	20000000.00 	20000000.00 	7499970.00 	1770798.19 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003770	00249653	45244782	Česká spořitelna, a.s.	Ú	Výstavba ČOV, přivaděče a dostavba kanalizace v Obci Heřmaň	CZK	20120327	20270228	žádné	3478000.00 	3478000.00 	2231100.00 	386453.88 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003771	00249670	45244782	Česká spořitelna, a.s.	Ú	Rekonstrukce budovy MŠ na 3 bytové jednotky	CZK	20051228	20211201	Zástavní právo k nemovitosti	2000000.00 	2000000.00 	2000000.00 	649323.42 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003772	00249688	45317054	Komerční banka, a.s.	Ú	Dostavba 6 bytových jednotek	CZK	20031215	20230920	zástavní právo k nemovitosti	5000000.00 	5000000.00 	4361139.17 	0.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003772	00249688	45317054	Komerční banka, a.s.	Ú	Koupě nemovitosti v dražbě	CZK	20170803	20270630	zástavní právo k nemovitosti	2000000.00 	2000000.00 	881400.00 	0.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003776	00249769	00020729	Státní fond životního prostředí České republiky	Z	rekonstrukce kanalizace a vybudování ČOV	CZK	20120723	20220723	zástavní právo	1449175.66 	1449175.66 	1351339.83 	55665.14 	Státní fond životního prostředí České republiky	381	Fond (ze zákona)	Státní fond ze zákona nezapisující se do obchodního rejstříku	jiná
080	000100	2021012	1000003777	00249777	45244782	Česká spořitelna, a.s.	Ú	Projekt Bytový dům Kovářov 202	CZK	20120912	20340228	Vlastními příjmy a účelovými fondy	8000000.00 	8000000.00 	3130200.00 	154646.40 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003778	00249785	45244782	Česká spořitelna, a.s.	Ú	Komunikace	CZK	20210930	20320630	bez ručení	4000000.00 	2164112.27 	0.00 	2110.01 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003778	00249785	45244782	Česká spořitelna, a.s.	Ú	Vodovod	CZK	20160519	20230430	bez ručení	2000000.00 	2000000.00 	1370440.00 	83244.71 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003780	00249840	45244782	Česká spořitelna, a.s.	Ú	"Projekt ""Základní škola Mirotice-zateplení"""	CZK	20131025	20280920	budoucími rozpočtovými příjmy a účelovými fondy obce,zástavním právem k pohledávkám klienta	8900000.00 	5433175.00 	4700000.00 	412385.90 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003780	00249840	45317054	Komerční banka, a.s.	Ú	Kanalizace,ČOV a vodovod ve Městě MIrotice	CZK	20190103	20421231	bez zajištění	30000000.00 	30000000.00 	0.00 	341666.66 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003782	00249939	45244782	Česká spořitelna, a.s.	Ú	Rekonstrukce školy	CZK	20191218	20331231	bez ručení	6500000.00 	6500000.00 	499992.00 	167372.98 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003782	00249939	45244782	Česká spořitelna, a.s.	Ú	Výstavba ČOV	CZK	20131021	20231031	bez ručení	7000000.00 	3999714.77 	3105126.43 	263481.80 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003785	00250007	45317054	Komerční banka, a.s.	Ú	Horní Rastory - oprava místní komunikace	CZK	20210917	20220930	bez ručení	1300000.00 	0.00 	0.00 	0.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003785	00250007	45317054	Komerční banka, a.s.	Ú	Rekonstrukce terasy Kulturního domu v Podolí I	CZK	20210917	20220930	bez ručení	1635000.00 	1632410.00 	0.00 	2497.59 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003787	00250058	45244782	Česká spořitelna, a.s.	Ú	místní komunikace	CZK	20200512	20250731	bez ručení	3000000.00 	3000000.00 	850001.00 	63310.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003788	00250074	00001350	Československá obchodní banka, a. s.	Ú	Oprava komunikace	CZK	20160829	20261228	Blankosměnka	900000.00 	808621.00 	808621.00 	0.00 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003788	00250074	00001350	Československá obchodní banka, a. s.	Ú	Špejchar Ražice-za kulturou a poznáním	CZK	20150429	20250421	Blankosměnka	18000000.00 	16488668.16 	16488668.16 	0.00 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003789	00250104	45244782	Česká spořitelna, a.s.	Ú	Rekonstrukce veř.prostranství	CZK	20110921	20260831	bez ručení	2200000.00 	2200000.00 	1487500.00 	0.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003790	00250112	45244782	Česká spořitelna, a.s.	Ú	Komunitní centrum Slabčice	CZK	20191209	20301231	žádný	10187145.00 	9520322.48 	5721212.00 	115524.27 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003791	00250121	00001350	Československá obchodní banka, a. s.	Ú	ČOV a kanalizace	CZK	20141009	20301227	žádný	5536000.00 	5536000.00 	2214360.00 	371703.45 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003791	00250121	60751606	MONETA Leasing, s.r.o.	Ú	Traktor NEW HOLLAND	CZK	20200722	20250722	žádný	1305711.00 	1305711.00 	351930.81 	44460.57 	MONETA Leasing, s.r.o.	112	Společnost s ručením omezeným	Společnost s ručením omezeným	s.r.o.
080	000100	2021012	1000003792	00250163	49021117	Jihočeský vodárenský svaz	Z	Fin.stavby Myšenec-čerpací stanice	CZK	20150420	20250430	bez ručení	368000.00 	368000.00 	220800.00 	0.00 	Jihočeský vodárenský svaz	751	Zájmové sdružení právnických osob	Zájmové sdružení právnických osob	jiná
080	000100	2021012	1000003793	00250210	45244782	Česká spořitelna, a.s.	Ú	financování Projektu	CZK	20210630	20311130	žádný	6661960.00 	6661960.00 	0.00 	32427.10 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003799	00511455	49021117	Jihočeský vodárenský svaz	Z	Kanalizace a ČOV Borovany	CZK	20150824	20250930	bez ručení	2000000.00 	2000000.00 	1200000.00 	0.00 	Jihočeský vodárenský svaz	751	Zájmové sdružení právnických osob	Zájmové sdružení právnických osob	jiná
080	000100	2021012	1000003801	00511471	45244782	Česká spořitelna, a.s.	Ú	Výstavba víceúčelové budovy	CZK	20080630	20230630	Vlastní příjmy	15000000.00 	14723980.00 	14641526.00 	154000.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003803	00511692	45244782	Česká spořitelna, a.s.	Ú	financování Projektu	CZK	20201002	20231231	žádné	1000000.00 	992600.00 	144000.00 	7381.67 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003804	00511706	45244782	Česká spořitelna, a.s.	Ú	Výstavba vodojemu	CZK	20070608	20220531	budoucí rozpočtové příjmy obce	1400000.00 	1400000.00 	1346400.00 	571231.40 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003805	00511714	45317054	Komerční banka, a.s.	Ú	Nákup pozemku 94/1 KÚ Cerhonice	CZK	20160406	20260228	bez ručení	2805700.00 	2805700.00 	1616904.00 	109230.55 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003806	00511722	45244782	Česká spořitelna, a.s.	Ú	Rekonstrukce fary na startovací byty	CZK	20170714	20270630	žádné	6000000.00 	6000000.00 	2526336.00 	128635.20 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003810	00511765	45244782	Česká spořitelna, a.s.	Ú	Výstavba ČOV	CZK	20100811	20250630	bez ručení	2362000.00 	2361429.00 	2255200.00 	684175.60 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003811	00511773	45317054	Komerční banka, a.s.	Ú	Vybudování ČOV a kanalizace v obci (I.etapa) a na neuznatelné náklady na Obec Vlastec-výst.vodovodu	CZK	20200303	20490301	Bez ručení	9000000.00 	9000000.00 	448650.00 	107909.23 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003811	00511773	00020729	Státní fond životního prostředí České republiky	Z	Obec Vlastec-výstavba vodovodu	CZK	20200702	20311231	Bez ručení	4699505.37 	4630541.15 	0.00 	0.00 	Státní fond životního prostředí České republiky	381	Fond (ze zákona)	Státní fond ze zákona nezapisující se do obchodního rejstříku	jiná
080	000100	2021012	1000003820	00512052	45244782	Česká spořitelna, a.s.	Ú	financování stavba	CZK	20210608	20260731	stavba	1500000.00 	1500000.00 	10416700.00 	11149.87 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003824	00582948	45317054	Komerční banka, a.s.	Ú	výstavba ČOV a kanalizace	CZK	20190221	20350531	bez ručení	7000000.00 	6692753.04 	3723776.47 	57430.59 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003828	00583987	45317054	Komerční banka, a.s.	Ú	Předfinancování dotace na ČOV	CZK	20210728	20211231	žádné	500000.00 	500000.00 	500000.00 	215.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003882	69535086	00249653	Obec Heřmaň	NFV	předfinancování dodávky domácích kompostrů	CZK	20211220	20220630	bez ručení	71995.00 	71995.00 	0.00 	0.00 	Obec Heřmaň	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2021012	1000003882	69535086	00250163	Obec Tálín	NFV	předfinancování doddávky domácích kompostérů	CZK	20211209	20220630	bez ručení	71995.00 	71995.00 	0.00 	0.00 	Obec Tálín	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2021012	1000003885	00249629	45317054	Komerční banka, a.s.	Ú	Kanalizace a vodovod - Oldřichov Na Markovci	CZK	20190103	20280229	blankosměnka	10000000.00 	10000000.00 	2291674.00 	207102.76 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003885	00249629	45317054	Komerční banka, a.s.	Ú	Vodovod - ATS Oldřichov	CZK	20160815	20220731	blankosměnka	4000000.00 	4000000.00 	3535100.00 	68140.61 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003890	00250023	45317054	Komerční banka, a.s.	Ú	Komunikace Oborská, chodníky, VO, obnova vodovodu, kanalizace	CZK	20210629	20270831	bez zajištění	12375000.00 	1548253.08 	0.00 	0.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003890	00250023	45317054	Komerční banka, a.s.	Ú	Průtah městem II. etapa, investice rorzpočtu 2017, chodníky,vodovod, kanalizace, VO	CZK	20170330	20280630	blankosměnka	20000000.00 	20000000.00 	7056000.00 	679761081.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003890	00250023	45317054	Komerční banka, a.s.	Ú	Průtah městem III. etapa, chodníky, VO, vodovod, kanalizace, parkovací plochy	CZK	20180117	20290531	blankosměnka	30000000.00 	30000000.00 	7500000.00 	1179932.92 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003890	00250023	45317054	Komerční banka, a.s.	Ú	Rekonstrukce ZŠ-2.etapa	CZK	20210629	20261130	bez zajištění	12121000.00 	12121000.00 	4000000.00 	0.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003890	00250023	45317054	Komerční banka, a.s.	Ú	Rekonstrukce průtah městem- obnova vodovodu,kanalizace,chodníky,VO I.etapa	CZK	20160226	20261231	blankosměnka	18000000.00 	18000000.00 	9000000.00 	481875.05 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003890	00250023	45317054	Komerční banka, a.s.	Ú	Rekonstrukce sportovní haly	CZK	20190930	20280131	bez zajištění	13900000.00 	13900000.00 	6500000.00 	148484.80 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003890	00250023	45317054	Komerční banka, a.s.	Ú	Rekonstrukce základní školy, komenikace Chalupecká, rekonstrukce kinosálu	CZK	20200610	20300430	blankosměnka	15000000.00 	15000000.00 	1592928.00 	128620.83 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003890	00250023	45317054	Komerční banka, a.s.	Ú	Zodolnění požární zbrojnice	CZK	20181001	20230731	blankosměnka	14000000.00 	14000000.00 	11045203.28 	166571.20 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003890	00250023	45317054	Komerční banka, a.s.	Ú	rwkonstrukce komunikace Na Chmelničkách,Fučíkova-obnova vodovodu, kanalizace, chodníky, VO	CZK	20160628	20270531	blankosměnka	11000000.00 	10526285.00 	5325422.00 	299962.54 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003891	00250091	45317054	Komerční banka, a.s.	Ú	Dofinancování akce Stavební úpravy a přístavba kulturního domu	CZK	20170126	20260915	bez ručení	3221000.00 	2503729.74 	1306641.00 	0.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003891	00250091	45317054	Komerční banka, a.s.	Ú	Stavební úpravy a přístavba kulturního domu	CZK	20151222	20260915	bez ručení	16000000.00 	16000000.00 	6644000.00 	0.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003891	00250091	43517054		Ú	Revitalizace přízemních prostor dostavby víceúčelového zařízení na obchodní provozy	CZK	20170505	20261015	bez ručení	4500000.00 	4500000.00 	2037744.00 	0.00 	Not Found		N/A	N/A	N/A
080	000100	2021012	1000003893	00250244	00020729	Státní fond životního prostředí České republiky	Z	Výstavba kanalizace a ČOV Záhoří	CZK	20190416	20311231	rozpočtové příjmy	10196145.33 	984265.13 	0.00 	0.00 	Státní fond životního prostředí České republiky	381	Fond (ze zákona)	Státní fond ze zákona nezapisující se do obchodního rejstříku	jiná
080	000100	2021012	1000003894	00249807	45244782	Česká spořitelna, a.s.	Ú	Oprava hasičské nádrže v obci Kučeř	CZK	20170904	20240831	Vlastními příjmy	1200000.00 	800000.00 	480000.00 	27075.80 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003894	00249807	45244782	Česká spořitelna, a.s.	Ú	Sociální byty Kučř 82	CZK	20200211	20310228	Vlastními příjmy	5000000.00 	4999999.64 	2498503.50 	103859.31 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003894	00249807	45244782	Česká spořitelna, a.s.	Ú	Výstavba 8 bytových jednotek,Kučeř 70	CZK	20130716	20241231	Vlastními příjmy	5000000.00 	5000000.00 	3500000.00 	521875.90 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003914	00250627	45244782	Česká spořitelna, a.s.	Ú	Výstavba bytů, Zlatá stezka 134	CZK	20171120	20221120	Bez ručení	6832753.93 	6832753.93 	5621250.94 	0.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003914	00250627	45244782	Česká spořitelna, a.s.	Ú	Výstavba veřejného koupaliště Hulák	CZK	20061020	20211001	Bez ručení	23000000.00 	23000000.00 	23000000.00 	0.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003914	00250627	25672720	MONETA Money Bank, a.s.	Ú	Rekonstrukce a rozšíření plaveckého bazénu	CZK	20190930	20250531	Bez ručení	85000000.00 	85000000.00 	38958315.00 	0.00 	MONETA Money Bank, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003915	00250805	45317054	Komerční banka, a.s.	Ú	zateplení ZŠ Smetanova 405, Vimperk	CZK	20150108	20251231	bez ručení	10000000.00 	10000000.00 	6000000.00 	621553.81 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003915	00250805	00001350	Československá obchodní banka, a. s.	Ú	vybudování tří bytových domů v ul. Pod Pekárnou	CZK	20060403	20220624	zástavní právo k nemovitostem	46200000.00 	46200000.00 	44718000.00 	0.00 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003915	00250805	64948242	UniCredit Bank Czech Republic and Slovakia, a.s.	Ú	investiční projekty	CZK	20200819	20321231	bez ručení	150000000.00 	114000000.00 	0.00 	1504800.00 	UniCredit Bank Czech Republic and Slovakia, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003925	00250350	45244782	Česká spořitelna, a.s.	Ú	nákup pozemků	CZK	20170210	20220131	bez ručení	485525.00 	485525.00 	477204.00 	7759.90 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2021012	1000003927	00250422	45244782	Česká spořitelna, a.s.	Ú	Nová ČOV	CZK	20121008	20270920	Bez ručení	4200000.00 	2979238.57 	1739140.00 	0.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
