VýkazZC_VYKAZ:ZC_VYKAZ	Tabulka výkazuZC_VTAB:ZC_VTAB	Fiskální období0FISCPER:0FISCPER	Účetní jednotkaZC_UCJED:ZC_UCJED	IČOZC_ICO:ZC_ICO	IČO poskytovatele/BIC/ZC_PARTP:ZC_PARTP	Název poskytovatele/BIC/ZC_NAZPOS:ZC_NAZPOS	Určení/BIC/ZC_URCN:ZC_URCN	Účel/BIC/ZC_UCFP:ZC_UCFP	Kód měnyCURRENCY:0CURRENCY	Úroková sazba v %/BIC/ZC_URSA:ZC_URSA	Okamžik uzavření smlouvy/BIC/ZC_DATUS:ZC_DATUS	Termín splatnosti/BIC/ZC_TERSPL:ZC_TERSPL	Způsob ručení/BIC/ZC_ZPRUC:ZC_ZPRUC	Sjednaná výše U/Z/NFVKYF_0002:ZU_VYUV	Čerpaná výše U/Z/NVFKYF_0004:ZU_CEUV	Splacená výše jistiny U/Z/NFVKYF_0006:ZU_SPJUV	Výše zaplacených úroků a poplatkůKYF_0008:ZU_ZAPUP	ARES_Nazev_subjektu	ARES_Pravni_Forma_Kod	ARES_Pravni_Forma_Oficialni	ARES_Pravni_Forma_Skupina	ARES_Pravni_Forma_Zkratka
080	000100	2023012	1000000215	00231525	45244782	Česká spořitelna, a.s.	Ú	Vodovod Bystřice	CZK	4,48	20230317	20321220	01	30000000.00 	30000000.00 	0.00 	304655.74 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000215	00231525	70856788	Státní fond podpory investic	Ú	Komunitní centrum Bystřice	CZK	bezúročně	20230327	20330131	03	22609000.00 	13198231.19 	0.00 	0.00 	Státní fond podpory investic	381	Fond (ze zákona)	Státní fond ze zákona nezapisující se do obchodního rejstříku	jiná
080	000100	2023012	1000000225	00232904	45244782	Česká spořitelna, a.s.	Ú	Financování koupě nemovitosti	CZK	7,4	20210416	20401220	10	40000000.00 	40000000.00 	4200000.00 	4429931.07 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000225	00232904	45244782	Česká spořitelna, a.s.	Ú	Intenzifikace ČOV Týnec nad Sázavou	CZK	4,78	20230621	20421220	10	95000000.00 	12217136.76 	0.00 	260318.20 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000225	00232904	45244782	Česká spořitelna, a.s.	Ú	Odkanalizování místních částí	CZK	8,31	20080627	20280520	10	30000000.00 	30000000.00 	30000000.00 	10123064.90 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000225	00232904	45244782	Česká spořitelna, a.s.	Ú	Přístavba ZŠ, Stavba tělocvičny při ZŠ, Zateplení Městského úřadu v Týnci nad Sázavou	CZK	7,37	20170704	20250520	10	31000000.00 	31000000.00 	31000000.00 	1956060.90 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000227	00232963	45244782	Česká spořitelna, a.s.	Ú	místní komunikace	CZK	1,65	20180109	20270109	01	40000000.00 	40000000.00 	22707500.00 	2944357.85 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000227	00232963	00020729	Státní fond životního prostředí České republiky	Z	ČOV	CZK	0,45	20210124	20320331	01	12678796.00 	12650708.95 	1265070.88 	27396.70 	Státní fond životního prostředí České republiky	381	Fond (ze zákona)	Státní fond ze zákona nezapisující se do obchodního rejstříku	jiná
080	000100	2023012	1000000232	69000948	00231541	Obec Čakov	NFV	výpomoc	CZK	0	20230910	20240910	01	50000.00 	50000.00 	0.00 	0.00 	Obec Čakov	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000232	69000948	00231690	Městys Divišov	NFV	výpomoc	CZK	0	20231025	20241101	01	250000.00 	250000.00 	0.00 	0.00 	Městys Divišov	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000232	69000948	00231886	Obec Chotýšany	NFV	výpomoc	CZK	0	20230619	20240620	01	250000.00 	250000.00 	0.00 	0.00 	Obec Chotýšany	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000232	69000948	00232271	Obec Mrač	NFV	výpomoc	CZK	0	20230914	20240914	01	150000.00 	150000.00 	0.00 	0.00 	Obec Mrač	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000232	69000948	00232424	Obec Ostředek	NFV	výpomoc	CZK	0	20231010	20241101	01	100000.00 	100000.00 	0.00 	0.00 	Obec Ostředek	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000232	69000948	00232521	Obec Postupice	NFV	výpomoc	CZK	0	20230830	20240901	01	200000.00 	200000.00 	0.00 	0.00 	Obec Postupice	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000232	69000948	00232700	Obec Soběhrdy	NFV	výpomoc	CZK	0	20231003	20241004	01	100000.00 	100000.00 	0.00 	0.00 	Obec Soběhrdy	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000232	69000948	00232751	Obec Struhařov	NFV	výpomoc	CZK	0	20230629	20240701	01	200000.00 	200000.00 	0.00 	0.00 	Obec Struhařov	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000232	69000948	00232823	Obec Teplýšovice	NFV	výpomoc	CZK	0	20230904	20240910	01	100000.00 	100000.00 	0.00 	0.00 	Obec Teplýšovice	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000232	69000948	00232980	Obec Vranov	NFV	výpomoc	CZK	0	20230628	20240630	01	200000.00 	200000.00 	0.00 	0.00 	Obec Vranov	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000232	69000948	00473367	Obec Litichovice	NFV	výpomoc	CZK	0	20231003	20241004	01	50000.00 	50000.00 	0.00 	0.00 	Obec Litichovice	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000232	69000948	00473383	Obec Všechlapy	NFV	výpomoc	CZK	0	20231205	20241212	01	100000.00 	100000.00 	0.00 	0.00 	Obec Všechlapy	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000232	69000948	00508446	Obec Drahňovice	NFV	výpomoc	CZK	0	20231030	20241031	01	50000.00 	50000.00 	0.00 	0.00 	Obec Drahňovice	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000234	70567450	45244782	Česká spořitelna, a.s.	Ú	Rozhledna na Javornické hůře	CZK	rf.sazb. v pl.roz.den + marže 0,63	20210812	20230131	01	3000000.00 	3000000.00 	3000000.00 	245975.83 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000234	70567450	00232611	Obec Rataje	NFV	refinnancování úvěru	CZK	0	20230127	20230327	01	500000.00 	500000.00 	500000.00 	0.00 	Obec Rataje	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000234	70567450	00233072	Městys Zdislavice	NFV	refinancování úvěru	CZK	0	20230126	20230327	01	500000.00 	500000.00 	500000.00 	0.00 	Městys Zdislavice	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000234	70567450	00473529	Obec Chlum	NFV	refinancování úvěru	CZK	0	20230127	20230327	01	500000.00 	500000.00 	500000.00 	0.00 	Obec Chlum	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000234	70567450	00473545	Obec Javorník	NFV	refinancování úvěru	CZK	0	20230127	20230327	01	1000000.00 	1000000.00 	1000000.00 	0.00 	Obec Javorník	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000234	70567450	00508454	Obec Kladruby	NFV	refinancování úvěru	CZK	0	20230125	20230327	01	500000.00 	500000.00 	500000.00 	0.00 	Obec Kladruby	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000236	70567646	45244782	Česká spořitelna, a.s.	Ú	kontokorent	CZK	8,20	20210902	20240831	01	800000.00 	129540.58 	0.00 	11041.50 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000236	70567646	09307885	MAS Voticko z.s.	Z	Zápůjčka na financování projektů	CZK	0	20231123	20241231	01	500000.00 	500000.00 	0.00 	0.00 	MAS Voticko z.s.	706	Spolek	Spolek	z.s.
080	000100	2023012	1000000239	00231541	45244782	Česká spořitelna, a.s.	Ú	Zapojení do vybudování skupinového vodovodu CHOPOS	CZK	1,84	20191031	20381220	10	9500000.00 	9500000.00 	1584000.00 	432424.01 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000242	00231771	45224782		Ú	intenzifikace čov	CZK	5,79	20230215	20301220	01	6000000.00 	4791538.32 	0.00 	35469.13 	Not Found		N/A	N/A	N/A
080	000100	2023012	1000000244	00231819	45244782	Česká spořitelna, a.s.	Ú	Intezifikace ČOV	CZK	1,54	20200520	20261220	01	1000000.00 	1000000.00 	504000.00 	20778.38 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000245	00231860	00020729	Státní fond životního prostředí České republiky	NFV	ČOV	CZK	0	20120517	20231231	04	3473683.44 	3473683.44 	3473683.44 	0.00 	Státní fond životního prostředí České republiky	381	Fond (ze zákona)	Státní fond ze zákona nezapisující se do obchodního rejstříku	jiná
080	000100	2023012	1000000246	00231886	45244782	Česká spořitelna, a.s.	Ú	financování projektu	CZK	0,52	20170210	20250320	01	6000000.00 	6000000.00 	4968000.00 	511305.10 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000246	00231886	45244782	Česká spořitelna, a.s.	Ú	financování projektu	CZK	1,82	20191111	20381220	01	15000000.00 	15000000.00 	2502000.00 	760417.51 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000250	00232025	00020729	Státní fond životního prostředí České republiky	Z	pořízení centrální vzduchotechniky do ZŠ	CZK	0,45	20220322	20321231	01	401619.30 	401619.30 	40161.92 	1287.70 	Státní fond životního prostředí České republiky	381	Fond (ze zákona)	Státní fond ze zákona nezapisující se do obchodního rejstříku	jiná
080	000100	2023012	1000000250	00232025	00020729	Státní fond životního prostředí České republiky	Z	zateplení,výměna zdroje tepla v ZŠ	CZK	0,45	20220322	20321231	01	6473081.50 	6473081.50 	647308.16 	20754.32 	Státní fond životního prostředí České republiky	381	Fond (ze zákona)	Státní fond ze zákona nezapisující se do obchodního rejstříku	jiná
080	000100	2023012	1000000255	00232131	64948242	UniCredit Bank Czech Republic and Slovakia, a.s.	Ú	vodovod/kanalizace	CZK	1,99	20200723	20371231	10	15000000.00 	15000000.00 	750000.00 	627203.89 	UniCredit Bank Czech Republic and Slovakia, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000255	00232131	64948242	UniCredit Bank Czech Republic and Slovakia, a.s.	Ú	vodovod/kanalizace	CZK	1M PRIBOR + 1%	20220711	20371231	10	5000000.00 	5000000.00 	249600.00 	504452.37 	UniCredit Bank Czech Republic and Slovakia, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000257	00232173	45317054	Komerční banka, a.s.	Ú	Louňovice pod Blaníkem-kanalizace a ČOV	CZK	0,20 6M PRIBOR	20131216	20361120	02	150000000.00 	15000000.00 	6540000.00 	2205048.44 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000258	00232181	45244782	Česká spořitelna, a.s.	Ú	Městys Maršovice-splašková kanalizace a ČOV	CZK	0,84	20170510	20311220	01	16000000.00 	16000000.00 	8822133.82 	488880.90 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000259	00232220	45317054	Komerční banka, a.s.	Ú	Refinancování úvěru u Fio bynky a.s. sjednaného dle Smlouvy o úvěru č. 141000048	CZK	1,99	20200608	20340731	03	12209372.00 	12209372.00 	2748186.58 	776568.08 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000266	00232360	45244782	Česká spořitelna, a.s.	Ú	výstavba ČOV a kanalizace Netvořice	CZK	2,1	20170518	20320920	01	40000000.00 	36650465.45 	16272000.00 	2946139.20 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000268	00232416	25672720	MONETA Money Bank, a.s.	Ú	Financování investice do technického zhodnocení zázemí SK Olbramovice	CZK	2 % p.a.	20200506	20241220	03	5000000.00 	4000000.00 	3800000.00 	18301.36 	MONETA Money Bank, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000269	00232424	45244782	Česká spořitelna, a.s.	Ú	Skupinový vodovod	CZK	1,85	20191104	20381220	01	17000000.00 	17000000.00 	2844000.00 	274560.24 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000270	00232475	45317054	Komerční banka, a.s.	Ú	Revitalizace rybníka	CZK	0,39	20200312	20401231	01	6872000.00 	6613221.62 	5430824.00 	105238.64 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000271	00232513	45244782	Česká spořitelna, a.s.	Ú	Rekonstrukce a přístavba tělocvičny ZŠ Poříčí nad Sázavou	CZK	PRIBOR 6M+0,17% p.a.	20070130	20240820	01	30000000.00 	20459204.90 	19659204.90 	0.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000271	00232513	45317054	Komerční banka, a.s.	Ú	"Financování projektu ""Stavební úprava a změna užívání objektu čp. 4 v Poříčí nad Sázavou"" na bytový"	CZK	3M PRIBOR+ 0,26 %	20210125	20401231	01	40000000.00 	38769749.00 	2940966.33 	0.00 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000273	00232548	45244782	Česká spořitelna, a.s.	Ú	financování Kanalizace v obci Pravonín	CZK	4,41	20230628	20421220	01	20000000.00 	0.00 	0.00 	0.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000275	00232599	45317054	Komerční banka, a.s.	Ú	Dostavba splaškové kanalizace Nedvězí	CZK	0,59	20200629	20291231	01	3359000.00 	3359000.00 	1956123.24 	123982.16 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000278	00232700	45244782	Česká spořitelna, a.s.	Ú	Financování koupě nemovitostí	CZK	5,09	20231019	20431020	01	4998736.00 	4998736.00 	0.00 	51831.90 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000279	00232751	45244782	Česká spořitelna, a.s.	Ú	Financování podílu přivaděč Želivka	CZK	1.77	20191111	20331220	03	23000000.00 	23000000.00 	5310000.00 	698973.99 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000280	00232777	45244782	Česká spořitelna, a.s.	Ú	nákup nemovitosi	CZK	4,86	20231127	20331020	01	4110000.00 	0.00 	0.00 	110.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000283	00232823	45244782	Česká spořitelna, a.s.	Ú	skupinový vodovod Chopos	CZK	1,8	20191105	20381220	01	30000000.00 	30000000.00 	5004000.00 	1460876.64 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000288	00232980	45244782	Česká spořitelna, a.s.	Ú	Skupinový vodovod CHOPOS	CZK	1,83	20191105	20381220	01	30000000.00 	30000000.00 	5004000.00 	1332805.66 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000289	00233072	45244782	Česká spořitelna, a.s.	Ú	Nákup CAS,Vodovod,posílení vod.zdrojů a  rozš.akumulace	CZK	1,61	20180109	20251120	01	9500000.00 	8751394.00 	7200000.00 	463574.70 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000297	00473421	45244782	Česká spořitelna, a.s.	Ú	rekonstrukce úřadu	CZK	4,55	20160715	20350825	10	1000000.00 	1000000.00 	798100.00 	59958.30 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000303	00473481	45244782	Česká spořitelna, a.s.	Ú	nákup pozemků	CZK	PRIBOR6-M+0,15%P.A.	20211123	20351210	01	7174150.00 	7174150.00 	910150.00 	487023.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000309	00473545	45317054	Komerční banka, a.s.	Ú	refinancování stávajího úvěru	CZK	2,38	20200330	20400430	01	11382000.00 	11382000.00 	2134125.00 	985565.76 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000315	00508381	45244782	Česká spořitelna, a.s.	Ú	financování projektu	CZK	PRIBOR 3	20130429	20230220	01	8800000.00 	8800000.00 	8800000.00 	642317.07 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000316	00508390	45244782	Česká spořitelna, a.s.	Ú	financování Projektu, vč. souvysejících výdajů	CZK	4,57	20230421	20421120	01	12000000.00 	12000000.00 	0.00 	194496.59 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000318	00508411	45244782	Česká spořitelna, a.s.	Ú	financování projektu	CZK	1M PRIBOR	20230628	20240731	01	2000000.00 	0.00 	0.00 	0.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000321	00508471	45244782	Česká spořitelna, a.s.	Ú	pořízení dlouhodob.majetku	CZK	1,47	20121015	20240820	01	7000000.00 	7000000.00 	6900000.00 	0.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	Dětské hřiště Soutice	CZK	1M pribor+marže	20210224	20261228	10	743109.00 	687173.86 	274872.00 	876764.11 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	Oprava kamenného křížku Veteránů	CZK	1M pribor+marže	20191014	20260126	10	380500.00 	380439.00 	324355.00 	21708.00 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	Protipovod|ňová opatření	CZK	1M pribor+marže	20191014	20250925	10	1429000.00 	1429000.00 	1335119.00 	34541.58 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	Stavební úpravy objektu čp. 16	CZK	1M pribor+marže	20191014	20340825	10	3442000.00 	3407217.66 	735000.00 	524052.73 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	Stavební úpravy prodejny	CZK	1M pribor+marže	20210224	20360225	10	2115675.00 	2115675.00 	298800.00 	323174.89 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	Víceúčelové hřiště	CZK	1M pribor+marže	20220804	20370825	10	2070901.00 	2070900.75 	173550.00 	204508.70 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000405	00875813	00001350	Československá obchodní banka, a. s.	Ú	Zastavení na Umrlčí cestě	CZK	1M pribor+marže	20210224	20261228	10	517124.00 	517124.00 	206400.00 	63435.18 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000428	00240664	45244782	Česká spořitelna, a.s.	Ú	intentzifikace ČOV	CZK	3,15	20211203	20410820	01	15000000.00 	14829808.16 	804000.00 	443061.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000428	00240664	45244782	Česká spořitelna, a.s.	Ú	konsolidace dluhů 2012	CZK	2,67	20121220	20320920	03	19950000.00 	19948590.00 	11128590.00 	2990093.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000428	00240664	45244782	Česká spořitelna, a.s.	Ú	kontokorent	CZK	7,91	20191218	20240430	01	3000000.00 	0.00 	0.00 	0.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000428	00240664	45244782	Česká spořitelna, a.s.	Ú	přístavba ZŠ	CZK	2,23	20161107	20310820	01	16400000.00 	16400000.00 	7200000.00 	1513298.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000428	00240664	45244782	Česká spořitelna, a.s.	Ú	rekonstrukce MŠ	CZK	2,33	20201208	20261220	01	47000000.00 	47000000.00 	45020000.00 	648740.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000428	00240664	45244782	Česká spořitelna, a.s.	Ú	rekonstrukce komunikací	CZK	2,26	20150630	20261020	03	9500000.00 	8954460.00 	6608460.00 	713466.00 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000435	00232874	45244782	Česká spořitelna, a.s.	Ú	- Trhový Štěpánov - Cisternová automobilová stříkačka	CZK	4,92	20220723	20280820	01	5089790.00 	5089790.00 	0.00 	101700.06 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000435	00232874	45244782	Česká spořitelna, a.s.	Ú	Nástavba společenského domu Dubějovice	CZK	2	20200304	20291220	01	6000000.00 	6000000.00 	2016000.00 	318623.59 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000435	00232874	45244782	Česká spořitelna, a.s.	Ú	Výstavba vodovodního přivaděče TŠ-Dalkovice-Střechov a vodovodu Střechov	CZK	7,02	20220421	20311220	01	9200000.00 	9200000.00 	1020000.00 	875981.91 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000444	00508501	45244782	Česká spořitelna, a.s.	Ú	Výstavba kanalizace	CZK	2,04	20171009	20251220	10	6000000.00 	4767406.58 	3915000.00 	272854.30 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000445	00231401	45317054	Komerční banka, a.s.	Ú	výstavba terminálu a parkovacího domu	CZK	3M PRIBOR+0,02% p.a.	20180207	20321231	01	250000000.00 	42510051.08 	42510051.08 	985703.37 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000449	00233242	45244782	Česká spořitelna, a.s.	Ú	Financování dluhu a Projektu	CZK	1,69	20180202	20260920	01	46600000.00 	46428364.55 	30580200.00 	3119662.30 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000450	00233269	45244782	Česká spořitelna, a.s.	Ú	II.etapa vodovod a kanalizace	CZK	0,84	20160830	20370630	01	21000000.00 	21000000.00 	6438347.62 	1005122.65 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000450	00233269	45244782	Česká spořitelna, a.s.	Ú	nová ČOV, I.etapa vodovod a kanalizace	CZK	0,99	20150514	20351231	01	15000000.00 	15000000.00 	5635305.76 	1124555.24 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000450	00233269	45244782	Česká spořitelna, a.s.	Ú	revitalizace náměstí	CZK	0,94	20150401	20351231	01	17000000.00 	17000000.00 	7298586.65 	1168344.13 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000469	00233129	00001350	Československá obchodní banka, a. s.	Ú	refinancování zůstatku úvěru a předfinancování investičních projektů	CZK	6,95	20210715	20360625	01	190000000.00 	50000000.00 	0.00 	7466480.84 	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000469	00233129	00509701	Město Králův Dvůr	Ú	kanalizace v aglomeraci Beroun	CZK	0,00	20060525	20281231	01	26485199.23 	26485199.23 	0.00 	0.00 	Město Králův Dvůr	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
080	000100	2023012	1000000469	00233129	46356975	Vodovody a kanalizace Beroun, a.s.	Ú	výstavba kanalizace v aglomeraci Beroun	CZK	8,28	20060926	20290101	01	29028999.70 	29028999.70 	7142504.00 	10137516.07 	Vodovody a kanalizace Beroun, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000475	00233862	45244782	Česká spořitelna, a.s.	Ú	Odkoupení budovy České pošty	CZK	1M PRIBOR	20220714	20420620	02	3000000.00 	3000000.00 	225000.00 	422986.40 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000475	00233862	45244782	Česká spořitelna, a.s.	Ú	Svinaře-splašková kanalizace,ČOV 1200EO a vodovod	CZK	1,05%	20151216	20381231	02	20000000.00 	20000000.00 	5000000.00 	1449600.40 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000475	00233862	45244782	Česká spořitelna, a.s.	Ú	Svinaře-veřejný vodovod-4.etapa	CZK	1,79%	20210329	20300320	02	6500000.00 	5895727.30 	1421875.00 	195608.30 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000476	00233161	45317054	Komerční banka, a.s.	Ú	nákup nemovitosti pro budoucí MŠ	CZK	0,9	20200611	20300531	01	5300000.00 	5300000.00 	1811960.00 	721911.62 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000476	00233161	45317054	Komerční banka, a.s.	Ú	vodojem Bubovice	CZK	1,3	20150506	20241031	01	2598000.00 	2598000.00 	2393000.00 	743721.33 	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000478	00233218	45244782	Česká spořitelna, a.s.	Ú	Oprava chodníků	CZK	1,05	20171208	20300720	01	5000000.00 	4292947.73 	2256800.00 	177374.03 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000478	00233218	45244782	Česká spořitelna, a.s.	Ú	Výstavba vodovodu a kanalizace	CZK	0,54	20161011	20290620	01	15000000.00 	15000000.00 	8124948.00 	385340.97 	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
080	000100	2023012	1000000479	00233234	15886492	UniCredit Leasing CZ, a.s.	Ú	komunální technika	CZK	6,11	20230720	20260724	01	774400.00 	774400.00 	98028.81 	21633.54 	UniCredit Leasing CZ, a.s.	121	Akciová společnost	Akciová společnost	a.s.
