VýkazZC_VYKAZ:ZC_VYKAZ	Tabulka výkazuZC_VTAB:ZC_VTAB	Fiskální období0FISCPER:0FISCPER	Účetní jednotkaZC_UCJED:ZC_UCJED	IČOZC_ICO:ZC_ICO	IČO poskytovatele/BIC/ZC_PARTP:ZC_PARTP	Název poskytovatele/BIC/ZC_NAZPOS:ZC_NAZPOS	Určení/BIC/ZC_URCN:ZC_URCN	Účel/BIC/ZC_UCFP:ZC_UCFP	Kód měnyCURRENCY:0CURRENCY	Úroková sazba v %/BIC/ZC_URSA:ZC_URSA	Okamžik uzavření smlouvy/BIC/ZC_DATUS:ZC_DATUS	Termín splatnosti/BIC/ZC_TERSPL:ZC_TERSPL	Způsob ručení/BIC/ZC_ZPRUC:ZC_ZPRUC	Sjednaná výše U/Z/NFVKYF_0002:ZU_VYUV	Čerpaná výše U/Z/NVFKYF_0004:ZU_CEUV	Splacená výše jistiny U/Z/NFVKYF_0006:ZU_SPJUV	Výše zaplacených úroků a poplatkůKYF_0008:ZU_ZAPUP	ARES_Nazev_subjektu	ARES_Pravni_Forma_Kod	ARES_Pravni_Forma_Oficialni	ARES_Pravni_Forma_Skupina	ARES_Pravni_Forma_Zkratka
80	100	2024012	1000000236	70567646	45244782	Česká spořitelna, a.s.	Ú	kontokorentní úvěr	CZK	5,41	20240913	20240831	1	800000	0	0	4833	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2024012	1000000236	70567646	231916	Obec Jankov	Z	dotace na odpady	CZK	0	20240820	20250430	1	1470997	1470997	0	0	Obec Jankov	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
80	100	2024012	1000000236	70567646	232220	Obec Mezno	Z	dotace na odpady	CZK	0	20240826	20250430	1	731711.2	731711.2	0	0	Obec Mezno	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
80	100	2024012	1000000236	70567646	232963	Město Votice	Z	dotace na odpady	CZK	0	20240307	20250430	1	5203726	5203726	0	0	Město Votice	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
80	100	2024012	1000000236	70567646	232963	Město Votice	Z	dotace na odpady	CZK	0	20240814	20250430	1	4827355.5	4827355.5	0	0	Město Votice	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
80	100	2024012	1000000236	70567646	233005	Městys Vrchotovy Janovice	Z	dotace na odpady	CZK	0	20240815	20250430	1	844338	844338	0	0	Městys Vrchotovy Janovice	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
80	100	2024012	1000000239	231541	45244782	Česká spořitelna, a.s.	Ú	Zapojení do vybudování skupinového vodovodu CHOPOS	CZK	1,84	20191031	20381220	10	9500000	9500000	2112000	37618.88	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2024012	1000000242	231771	45244782	Česká spořitelna, a.s.	Ú	intenzifikace čov	CZK	5,79	20230215	20301220	1	6000000	4791538.32	858000	257260.8	Not Found		N/A	N/A	N/A
80	100	2024012	1000000244	231819	45244782	Česká spořitelna, a.s.	Ú	Intezifikace ČOV	CZK	1,54	20200520	20261220	1	1000000	1000000	672000	27252.87	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2024012	1000000245	231860	45317054	Komerční banka, a.s.	Ú	koupě nemovitosti	CZK	3,9%	20241114	20291030	1	10000000	10000000	0	36834	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2024012	1000000245	231860	70891095	Středočeský kraj	NFV	ZŠ a MŠ Chocerady - Snížení energetické náročnosti gastro provozu	CZK	0	20240603	20250527	1	4000000	4000000	0	0	Středočeský kraj	804	Kraj a hl.m.Praha	Kraj	kraj
80	100	2024012	1000000246	231886	45244782	Česká spořitelna, a.s.	Ú	financování projektu	CZK	0,52	20170210	20250320	1	6000000	6000000	5796000	547255.6	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2024012	1000000246	231886	45244782	Česká spořitelna, a.s.	Ú	financování projektu	CZK	1,82	20191111	20381220	1	15000000	15000000	3336000	984096.84	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2024012	1000000250	232025	20729	Státní fond životního prostředí České republiky	Z	Pořízení centrální vzduchotechniky do ZŠ	CZK	0,45	20220322	20321231	1	401619.3	401619.3	80323.92	2846.48	Státní fond životního prostředí České republiky	381	Fond (ze zákona)	Státní fond ze zákona nezapisující se do obchodního rejstříku	jiná
80	100	2024012	1000000250	232025	20729	Státní fond životního prostředí České republiky	Z	Zateplení, výměna zdroje tepla v ZŠ	CZK	0,45	20220322	20321231	1	6473081.5	6473081.5	1294616.32	45877.97	Státní fond životního prostředí České republiky	381	Fond (ze zákona)	Státní fond ze zákona nezapisující se do obchodního rejstříku	jiná
80	100	2024012	1000000255	232131	64948242	UniCredit Bank Czech Republic and Slovakia, a.s.	Ú	vodovod/kanalizace	CZK	1,99	20200723	20371231	10	15000000	15000000	1500000	910084.46	UniCredit Bank Czech Republic and Slovakia, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2024012	1000000255	232131	64948242	UniCredit Bank Czech Republic and Slovakia, a.s.	Ú	vodovod/kanalizace	CZK	1M PRIBOR + 1%	20220711	20371231	10	5000000	5000000	499200	803555.1	UniCredit Bank Czech Republic and Slovakia, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2024012	1000000257	232173	45317054	Komerční banka, a.s.	Ú	Louňovice pod Blaníkem-kanalizace a ČOV	CZK	0,20 6M PRIBOR	20131216	20361120	2	15000000	15000000	7194000	472929.87	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2024012	1000000258	232181	45244782	Česká spořitelna, a.s.	Ú	Městys Maršovice-splašková kanalizace a ČOV	CZK	0,84	20170510	20311220	1	16000000	16000000	9998133.82	545249.2	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2024012	1000000259	232220	45317054	Komerční banka, a.s.	Ú	Refinancování úvěru u Fio bynky a.s. sjednaného dle Smlouvy o úvěru č. 141000048	CZK	1,99	20200608	20340731	3	12209372	12209372	3561072.3	940450.36	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2024012	1000000266	232360	45244782	Česká spořitelna, a.s.	Ú	výstavba ČOV a kanalizace Netvořice	CZK	2,1	20170518	20320920	1	40000000	36650465.45	18984000	3353995.4	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2024012	1000000268	232416	45317054	Komerční banka, a.s.	Ú	Koupě nemovitosti	CZK	4,19 % p.a.	20240425	20290430	1	4200000	4200000	560000	111315.5	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
