VýkazZC_VYKAZ:ZC_VYKAZ	Tabulka výkazuZC_VTAB:ZC_VTAB	Fiskální období0FISCPER:0FISCPER	Účetní jednotkaZC_UCJED:ZC_UCJED	IČOZC_ICO:ZC_ICO	IČO poskytovatele/BIC/ZC_PARTP:ZC_PARTP	Název poskytovatele/BIC/ZC_NAZPOS:ZC_NAZPOS	Určení/BIC/ZC_URCN:ZC_URCN	Účel/BIC/ZC_UCFP:ZC_UCFP	Kód měnyCURRENCY:0CURRENCY	Okamžik uzavření smlouvy/BIC/ZC_DATUS:ZC_DATUS	Termín splatnosti/BIC/ZC_TERSPL:ZC_TERSPL	Způsob ručení/BIC/ZC_ZPRU:ZC_ZPRU	Sjednaná výše U/Z/NFVKYF_0002:ZU_VYUV	Čerpaná výše U/Z/NVFKYF_0004:ZU_CEUV	Splacená výše jistiny U/Z/NFVKYF_0006:ZU_SPJUV	Výše zaplacených úroků a poplatkůKYF_0008:ZU_ZAPUP	ARES_Nazev_subjektu	ARES_Pravni_Forma_Kod	ARES_Pravni_Forma_Oficialni	ARES_Pravni_Forma_Skupina	ARES_Pravni_Forma_Zkratka
80	100	2021012	1000005501	69976660	574058	Obec Vlčtejn	NFV	financování investičního projektu	CZK	20210704	20220430	žádné	205293.74	205293.74	205293.74	0	Obec Vlčtejn	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
80	100	2021012	1000005501	69976660	574171	Obec Drahkov	NFV	financování investičního projektu	CZK	20210624	20220430	žádné	186963.94	186963.94	186963.94	0	Obec Drahkov	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
80	100	2021012	1000005501	69976660	574333	Obec Únětice	NFV	financování investičního projektu	CZK	20210707	20220430	žádné	252951.22	252951.22	252951.22	0	Obec Únětice	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
80	100	2021012	1000005501	69976660	48333310	Obec Žákava	NFV	financování investičního projektu	CZK	20210512	20220430	žádné	652540.82	652540.82	652540.82	0	Obec Žákava	801	Obec nebo městská část hlavního města Prahy	Městská část, městský obvod	obec
80	100	2021012	1000005502	256552	45244782	Česká spořitelna, a.s.	Ú	stavba bytového domu	CZK	20040330	20240930	budoucími rozpočtovými příjmy, zástavním právem k nemovitostem	11490000	11489999.9	9407852.03	5025346.96	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005502	256552	45244782	Česká spořitelna, a.s.	Ú	stavba bytového domu	CZK	20040401	20250731	budoucími rozpočtovými příjmy, zástavním právem k nemovitostem	11500000	10689523.3	8265251.35	4479678.84	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005503	256986	45244782	Česká spořitelna, a.s.	Ú	financování Projektu	CZK	20181217	20271210	žádné zajišťovací prostředky	40000000	15000000	10080000	650309.98	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005503	256986	63998980	ČSOB Leasing, a.s.	Ú	pořízení PF - elektromobilu	CZK	20171016	20211019	žádné zajišťovací prostředky	638000	638000	638000	94414.05	ČSOB Leasing, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005504	257451	45244782	Česká spořitelna, a.s.	Ú	Projekt 1: ČOV Zdemyslice - intenzifikace a rozšíření, Projekt 2: Stavba vodojemu a vodovodního řadu	CZK	20210622	20420610	0	20000000	0	0	750	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005513	256544	45244782	Česká spořitelna, a.s.	Ú	investiční akce	CZK	20170119	20251205	bez zajištění	8000000	7930512.88	4008000	162283	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005513	256544	45244782	Česká spořitelna, a.s.	Ú	investiční akce	CZK	20210713	20271210	bez zajištění	10000000	0	0	0	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005515	257303	44848943	Českomoravská záruční a rozvojová banka, a.s.	Ú	zbudování vodovodního přivaděče obce	CZK	20060614	20210531	zástavní právo smluvní	4648000	4648000	4648000	0	Národní rozvojová banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005517	257435	45317054	Komerční banka, a.s.	Ú	financování kanalizace obce Vstiš, napojení na ČOV města Dobřany	CZK	20120831	20240620	nesjednán	3000000	3000000	2289206.84	223008.73	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005521	48333344	45244782	Česká spořitelna, a.s.	Ú	Dofinancování akce Kanalizace v obci Přestavlky	CZK	20211210	20411220	Bez ručení	8000000	0	0	61	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005526	573370	45317054	Komerční banka, a.s.	Ú	nákup nemovitosti v Nezdicích č.p.60	CZK	20180919	20280831	žádné	1800000	1800000	558720	109420.71	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005538	257249	45244782	Česká spořitelna, a.s.	Ú	Stavba peč.bytů č.p.122	CZK	20171222	20261220	bez zajištění	4000000	4000000	1501200	145770.1	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005538	257249	45244782	Česká spořitelna, a.s.	Ú	konsolidace přechozích úvěrů	CZK	20160914	20220820	bez zajištění	12000000	11683310.12	10710000	563614.6	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005538	257249	26367564	Stavební a nájemní družstvo Spálené Poříčí, družstvo	Z	stavba 8 bytových domů	CZK	20040417	20250430	bez zajištění	9850000	9850000	0	0	Stavební a nájemní družstvo Spálené Poříčí, družstvo	205	Družstvo	Družstvo	družstvo
80	100	2021012	1000005542	257966	45244782	Česká spořitelna, a.s.	Ú	nákup pozemků	CZK	20200129	20251220	žádný	7000000	7000000	2131500	116281.89	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005542	257966	45244782	Česká spořitelna, a.s.	Ú	rekontstrukce ul. Nová	CZK	20210118	20271220	žádný	7128000	7128000	0	0	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005542	257966	45317054	Komerční banka, a.s.	Ú	výstavba koupaliště	CZK	20121210	20221120	zástava	6000000	5784588.5	5383200	11106.77	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005542	257966	61467863	Raiffeisen - Leasing, s.r.o.	Ú	automobil Škoda Fabia	CZK	20170310	20220310	žádný	222080	222080	209207.07	2791.31	Raiffeisen - Leasing, s.r.o.	112	Společnost s ručením omezeným	Společnost s ručením omezeným	s.r.o.
80	100	2021012	1000005543	258199	1350	Československá obchodní banka, a. s.	Ú	hypoteční úvěr	CZK	20220624	20221024	zástava nemovitosti	8763643	8763643	8307681.8	4807291.74	Československá obchodní banka, a. s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005547	257541	45244782	Česká spořitelna, a.s.	Ú	financování stavebních úprav nemovitostí	CZK	20130329	20331231	zástavní právo	13255000	13255000	4392476.01	1817244.58	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005547	257541	45244782	Česká spořitelna, a.s.	Ú	rekonstrukce centrální kotelny	CZK	20121115	20220920	zástavní právo	2000000	2000000	1846800	141139.3	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005550	257729	45317054	Komerční banka, a.s.	Ú	vodovod Druztová	CZK	20121108	20241215	0	5000000	5000000	3500280	720021.94	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005555	257940	45317054	Komerční banka, a.s.	Ú	výstavba bytového domu	CZK	20030829	20230620	zástavní smlouva budova + pozemek obecního úřadu	2400000	2400000	2205000	942384.64	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005556	257958	45244782	Česká spořitelna, a.s.	Ú	Výstavba cyklostezky, rekonstrukce a zateplení budov, pořízení komunální techniky	CZK	20211203	20331215	bez ručení	10000000	0	0	83	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005556	257958	45244782	Česká spořitelna, a.s.	Ú	Výstavba rozestavěného byt.domu se 16 byt.jednotkami na st.p.č.866/2	CZK	20200322	20220331	zástavní právo k nemovitostem	5800000	5326759.9	5241632.85	3488686.61	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005556	257958	45244782	Česká spořitelna, a.s.	Ú	financování projektu investiční akce, refinancování úvěru	CZK	20170315	20271020	bez ručení	25450000	25450000	10368000	740090.5	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005557	258067	45244782	Česká spořitelna, a.s.	Ú	výstavba 16 BJ Líšťany	CZK	20051222	20261231	zástavní právo	5000000	5000000	3488042.52	1666291.3	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005557	258067	45317054	Komerční banka, a.s.	Ú	rekonstrukce a vestavba 12 BJ Líšťany	CZK	20020715	20221025	zástavní právo k nemovitostem	4500000	4500000	4220756.24	2472711.44	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005558	258091	45244782	Česká spořitelna, a.s.	Ú	financování projektu	CZK	20160331	20260331	0	15000000	15000000	7980000	190264	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005558	258091	45317054	Komerční banka, a.s.	Ú	ČOV a kanalizace	CZK	20190328	20440331	0	47000000	47000000	863975	754644.34	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005560	258156	45244782	Česká spořitelna, a.s.	Ú	rekonstrukce bytového domu čp. 60 Nečtiny, oprava místních komunikací	CZK	20160527	20231220	Bez zajištění zajištovacími prvky	20000000	19985793.35	14400000	314770.1	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005560	258156	45244782	Česká spořitelna, a.s.	Ú	zásíťování nové bytové zóny	CZK	20211214	20331220	Bez zajištění zajištovacími prvky	10000000	0	0	54	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005560	258156	49240901	Raiffeisenbank a.s.	Ú	přestavba objektu na dům s pečovatelskou službou	CZK	20030102	20230131	zástavní právo k pacr. č. st 127/1 a 127/2	3000000	3000000	2756394.53	1667701.7	Raiffeisenbank a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005560	258156	60751606	MONETA Leasing, s.r.o.	Ú	nákup traktoru pro lesní hospodářství	CZK	20210627	20260627	převod vlastnického práva kupovaného předmětu	1315512	1315512	122889.46	18902.54	MONETA Leasing, s.r.o.	112	Společnost s ručením omezeným	Společnost s ručením omezeným	s.r.o.
80	100	2021012	1000005560	258156	63998980	ČSOB Leasing, a.s.	Ú	nákup sekačky Kubota	CZK	20210518	20240518	převod vlastnického práva k předmětu financování	263175	263175	51166.78	2170.91	ČSOB Leasing, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005561	258164	45317054	Komerční banka, a.s.	Ú	Rekonstrukce silnice	CZK	20130902	20241220	Blankosměnka	17000000	16705848.06	16705848060	534685.44	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005562	258229	45244782	Česká spořitelna, a.s.	Ú	Průtah Pernarec	CZK	20210527	20370505	0	11000000	6559458.21	0	51408	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005562	258229	45317054	Komerční banka, a.s.	Ú	Čistírna odpadních vod	CZK	20161001	20321231	0	12000000	8755968.63	0	39123.73	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005563	258245	45317054	Komerční banka, a.s.	Ú	refinancování stávajícího bankovního úvěru, financování investičních projektů	CZK	20180912	20331231	není sjednáno	71838000	71838000	14367600	2911832.96	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005566	258385	45317054	Komerční banka, a.s.	Ú	areál ZŠ	CZK	20160916	20220430	bez ručení	4000000	4000000	3733333.52	29742.59	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005566	258385	45317054	Komerční banka, a.s.	Ú	bytové domy	CZK	20020124	20220825	zástava	8671000	7950417.25	7602455.34	2975624.5	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005566	258385	45317054	Komerční banka, a.s.	Ú	bytové domy	CZK	20020124	20221125	zástava	8671000	6632798.59	6229222.64	3541827.52	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005567	258393	45244782	Česká spořitelna, a.s.	Ú	opravy komunikací	CZK	20151008	20240630	bez ručení	12000000	12000000	8010000	318200.4	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005568	258440	45317054	Komerční banka, a.s.	Ú	Vybudování kanalizace v obci	CZK	20191220	20350228	nesjednáno	18000000	18000000	1551750	496322.12	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005570	258474	45244782	Česká spořitelna, a.s.	Ú	financování projektu nástavba ZŠ, obnova komunikací	CZK	20150421	20300419	bez ručení	25000000	25000000	9148500	1177376.21	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005570	258474	45244782	Česká spořitelna, a.s.	Ú	rekonstrukce tělocvičny a jídelny ZŠ a obnova komunikací	CZK	20170619	20281220	bez ručení	15000000	15000000	4500000	408420.56	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005571	258491	45317054	Komerční banka, a.s.	Ú	Výstavba nové ČOV a kanalitzace Vochov	CZK	20190225	20381130	bez ručení	45000000	45000000	3063827.19	2821740.53	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005572	258512	45244782	Česká spořitelna, a.s.	Ú	financování Projektu výstavba mateřské školy	CZK	20211007	20361115	žádné zajišťovací prostředky	20000000	0	0	0	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005573	258555	45244782	Česká spořitelna, a.s.	Ú	bytové domy	CZK	20030929	20240831	zástava bytové domy	15000000	15000000	12670594.21	7362834.57	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005573	258555	45317054	Komerční banka, a.s.	Ú	komunikace	CZK	20160731	20221231	nesjednáno	10000000	10000000	7142820	109695.55	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005576	572829	45317054	Komerční banka, a.s.	Ú	Koupě 3. bytových jednotek Černíkovice č.p. 30	CZK	20191122	20341020	nesjednáno	1600000	1333037.5	109092	27556.56	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005580	572861	45317054	Komerční banka, a.s.	Ú	budova pro obchod a bydlení	CZK	20161231	20261231	budovou	2899231	2899231	1210560	21107.27	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005580	572861	45317054	Komerční banka, a.s.	Ú	revitalizace rybníka na ppč.66	CZK	20210301	20261231	nesjenáno	2500000	2500000	1837999.9	26059.86	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005581	572918	45317054	Komerční banka, a.s.	Ú	rekonstrukce lesni cesty	CZK	20200312	20211231	žádné	4500000	4500000	4500000	89176.61	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005581	572918	45317054	Komerční banka, a.s.	Ú	rekonstrukce obecniho domu	CZK	20200616	20300331	žádné	4000000	4000000	432480	65311.31	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005582	572926	45244782	Česká spořitelna, a.s.	Ú	financování projektu kanalizace	CZK	20190104	20220220	žádné	1000000	1000000	960000	27078.07	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005582	572926	45244782	Česká spořitelna, a.s.	Ú	financování projektu kanalizace	CZK	20200724	20411220	žádné	2000000	2000000	12000	56866.65	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005582	572926	45244782	Česká spořitelna, a.s.	Ú	financování projektu kanalizace	CZK	20210731	20370220	žádné	1300000	0	0	0	Česká spořitelna, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005583	572934	45317054	Komerční banka, a.s.	Ú	Výměna a doplnění svítidel VO	CZK	20180712	20211231	nesjednáno	200000	200000	200000	524.85	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
80	100	2021012	1000005614	257770	20729	Státní fond životního prostředí České republiky	Z	Odstranění staré ekologické zátěže	CZK	20111202	20231231	vratka zápůjčky	7027134	7027134	5636148.69	372521.69	Státní fond životního prostředí České republiky	381	Fond (ze zákona)	Státní fond ze zákona nezapisující se do obchodního rejstříku	jiná
80	100	2021012	1000005616	258032	45317054	Komerční banka, a.s.	Ú	Kanalizace a ČOV	CZK	20210621	20410531	nesjednáno	50000000	45973400.46	200000	406315.49	Komerční banka, a.s.	121	Akciová společnost	Akciová společnost	a.s.
